OPEID6,INSTNM,ICLEVEL,PREDDEG,ADM_RATE_ALL,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,TUITFTE,AVGFACSAL,PFTFAC,PCTPELL,COSTT4_A,C150_4,RET_FT4,CDR3,GRAD_DEBT_MDN,GRAD_DEBT_MDN10YR,AGE_ENTRY,FAMINC,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10,SD_EARN_WNE_P6,SD_EARN_WNE_P7,SD_EARN_WNE_P8,SD_EARN_WNE_P9,SD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_NWNE_P7,COUNT_NWNE_P8,COUNT_NWNE_P9,COUNT_NWNE_P10,COUNT_WNE_P6,COUNT_WNE_P7,COUNT_WNE_P8,COUNT_WNE_P9,COUNT_WNE_P10,UGDS_MEN,UGDS_WOMEN
1219,Long Beach City College,2,1,,,0.0027,0.0,0.0022,0.0,0.0186,0.0527,0.0131,0.0349,0.0025,0.0093,0.0164,0.0038,0.0723,0.0003,0.0044,0.0368,0.0011,0.0101,0.0003,0.0,0.0,0.003,0.0,0.0,0.0035,0.0,0.0076,0.0349,0.0098,0.0207,0.003,0.0734,0.0082,0.0,0.0142,0.11900000000000001,0.4213,0.0,519.0,7349.0,0.2885,0.4402,10615.0,,,0.301,7321,,24.263911111,17386.535556,25000,,28600,,32800,20500,24900,28500,22600,,21800,,25300,1468,,1413,,1604,4303,,4534,,4920,0.4538,0.5462
1229,Southern California University of Health Sciences,1,4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20054.0,5620.0,0.4188,,,,,0.032,8144,,33.771428571,36583.542857,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,0.0,0.0
1224,Los Angeles Harbor College,2,2,,,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0571,0.0,0.0016,0.0131,0.0,0.0261,0.0,0.0,0.5529999999999999,0.0,0.0,0.0,0.0,0.1615,0.0033,0.0,0.0,0.0049,0.0,0.0082,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.0865,0.0506,0.0,842.0,6762.0,0.3068,0.3478,13977.0,,,0.16399999999999998,4500,,24.877764843,18284.674622,29800,,33500,,36700,24500,28400,31500,28100,,26100,,28800,279,,305,,360,1255,,1322,,1440,0.4064,0.5936
1226,Los Angeles Pierce College,2,2,,,0.0055,0.0,0.003,0.0,0.0006,0.0012,0.0249,0.0,0.0006,0.003,0.0006,0.0036,0.134,0.0018,0.0,0.4936,0.0,0.0,0.0012,0.0,0.0849,0.0,0.0,0.0,0.0,0.0,0.0,0.0139,0.0,0.0073,0.0,0.0904,0.0012,0.0,0.0085,0.0509,0.0691,0.0,828.0,7139.0,0.2855,0.3373,14213.0,,,0.201,9500,,25.050122582,18034.540861,27700,,33300,,39800,24300,28500,33000,21100,,26200,,32000,419,,440,,515,1758,,1792,,1752,0.4662,0.5338
7047,Los Angeles Southwest College,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0,0.0,0.0,0.0,0.0032,0.0573,0.0032,0.0096,0.5,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0955,0.0573,0.0,0.0541,0.0,0.0,0.0,0.0,0.0064,0.1051,0.0924,0.0032,289.0,5984.0,0.2831,0.3783,11945.0,,,0.6659999999999999,4500,,27.8231395,12711.948177,22900,,27500,,29200,18100,21100,24500,18400,,37100,,25500,347,,313,,332,1208,,1079,,1207,0.3062,0.6938
1227,Los Angeles Trade Technical College,2,1,,,0.0,0.0,0.0041,0.0,0.0,0.0,0.0082,0.1855,0.0,0.0163,0.1372,0.0,0.1135,0.0041,0.0,0.0394,0.0,0.0,0.0,0.0,0.0211,0.0,0.0,0.0,0.0,0.0129,0.0,0.0,0.0007,0.0,0.1515,0.1182,0.0231,0.0,0.07,0.0326,0.0618,0.0,350.0,7351.0,0.4217,0.371,11030.0,,,0.2,3750,,28.961633663,11497.690771,24200,,29900,,32300,18100,24300,27800,21600,,25300,,26200,538,,488,,611,1393,,1629,,1933,0.532,0.46799999999999997
1228,Los Angeles Valley College,2,1,,,0.0,0.0,0.0014,0.0,0.0134,0.0071,0.0028,0.0,0.0071,0.0007,0.0106,0.0099,0.1327,0.0,0.0035,0.5088,0.0,0.0078,0.0056,0.0,0.0,0.0,0.0035,0.0,0.0035,0.0,0.0106,0.0529,0.0,0.0649,0.0007,0.0106,0.0028,0.0,0.0155,0.0699,0.0487,0.0049,624.0,7552.0,0.3,0.3189,13341.0,,,0.188,6050,,26.576796309,17315.011701,28900,,32300,,37000,24300,26300,30500,24100,,26200,,29800,444,,499,,509,1697,,1859,,1996,0.4295,0.5705
1220,The Master's University and Seminary,1,3,0.6137,1104.0,0.0,0.0,0.0,0.0,0.0881,0.0,0.0115,0.0,0.0575,0.0,0.0,0.0,0.0192,0.0,0.0421,0.1073,0.0,0.0843,0.0268,0.0,0.0,0.0,0.0,0.2989,0.0,0.0,0.0,0.0,0.0,0.0268,0.0,0.0,0.0,0.0,0.0728,0.0,0.1303,0.0345,12657.0,7063.0,0.2926,0.3051,40815.0,0.5362,0.8077,0.025,20147,,21.936426117,69420.187285,35300,,41800,,49000,31800,36300,38600,24000,,33200,,47700,50,,76,,87,327,,389,,428,0.5297,0.4703
1223,Los Angeles City College,2,2,,,0.0,0.0,0.0,0.0,0.0462,0.0739,0.0062,0.0,0.0164,0.0,0.0,0.0133,0.2372,0.0226,0.0072,0.2136,0.0,0.0,0.0021,0.0,0.0698,0.0,0.0,0.0,0.0051,0.0,0.0,0.0267,0.0031,0.0031,0.0,0.001,0.0,0.0,0.0791,0.0903,0.0832,0.0,689.0,6981.0,0.3202,0.3279,11090.0,,,0.226,6000,,28.610047522,12881.327495,25800,,27500,,33000,20300,21400,26900,25900,,23900,,28500,808,,985,,1051,1840,,2404,,2138,0.4395,0.5605
6165,Los Angeles County College of Nursing and Allied Health,2,2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2910.0,8958.0,1.0,0.3744,,,,0.094,14330,,32.111940299,33894.80597,71800,,84600,,82100,75700,83400,85100,28300,,28500,,36600,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,113,,117,,119,0.2198,0.7802
12550,Los Angeles Mission College,2,2,,,0.0,0.0,0.0,0.0049,0.001,0.0109,0.0079,0.0218,0.0049,0.0,0.0,0.003,0.0722,0.0762,0.0089,0.5618,0.0,0.0069,0.0129,0.0,0.0574,0.0,0.001,0.0,0.0,0.0,0.0297,0.0178,0.0,0.0198,0.0,0.0,0.0,0.0,0.0089,0.0297,0.0425,0.0,581.0,6048.0,0.2684,0.3372,13281.0,,,0.191,9849,,26.027820238,19292.461327,26400,,31400,,33700,24000,27700,28900,18000,,23400,,29100,262,,235,,293,991,,972,,1172,0.392,0.608
10340,Los Medanos College,2,2,,,0.0,0.0,0.0,0.0,0.0029,0.0044,0.0073,0.0,0.0,0.0015,0.0219,0.0168,0.1031,0.0,0.0,0.3275,0.0,0.0124,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256,0.14400000000000002,0.0,0.019,0.0,0.1082,0.0037,0.0,0.0051,0.1177,0.0753,0.0,630.0,6823.0,0.3823,0.2708,14140.0,,,0.17300000000000001,PrivacySuppressed,,25.230362804,17708.133498,27100,,34500,,40700,22100,28100,32800,24900,,30300,,49600,246,,225,,218,785,,726,,571,0.4592,0.5408
21799,Argosy University-The Art Institute of California-San Francisco,1,3,,,0.0,0.0,0.0,0.0,0.0323,0.0358,0.2043,0.1935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4229,0.0,0.1111,0.0,16603.0,5719.0,0.1871,0.5993,33206.0,0.3604,0.5455,0.19399999999999998,14691,,29.364977059,25875.014147,35400,,40300,,42800,31500,37100,37800,25700,,26500,,32100,560,,240,,232,2587,,1555,,1375,0.5399,0.4601
11649,Loyola Marymount University,1,3,0.5412,1202.0,0.0,0.0013,0.0,0.0079,0.1155,0.0177,0.0039,0.0,0.0,0.0558,0.0,0.0079,0.0,0.0,0.063,0.0249,0.0,0.0499,0.0072,0.0,0.0361,0.0,0.0079,0.0039,0.0059,0.0,0.0591,0.0,0.0,0.1129,0.0,0.0,0.0,0.0,0.14300000000000002,0.0039,0.2375,0.0348,29076.0,10098.0,0.5352,0.1923,55432.0,0.7583,0.9144,0.039,21500,,20.409324009,103256.78788,51500,,59700,,65700,43400,51200,55800,44700,,45600,,56500,110,,140,,157,1359,,1494,,1591,0.4262,0.5738
11866,Lu Ross Academy,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9231.0,,,0.6403,,,,0.218,8311,,25.715039578,30494.55409,,,,,,,,,,,,,,,,,,,,,,,,0.0376,0.9624
12316,Manchester Beauty College,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6681.0,,,0.0519,,,,0.0,PrivacySuppressed,,26.2375,14463.7,19000,,18200,,19400,15400,14200,13900,15800,,14700,,19400,33,,41,,40,82,,115,,114,0.0448,0.9552
12317,Tulare Beauty College,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6744.0,,,0.1176,,,,0.0,PrivacySuppressed,,25.020833333,18299.25,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,0.0278,0.9722
7142,Lyle's College of  Beauty,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4516.0,,,0.4474,,,,,6001,,26.071428571,23959.595238,16200,,20800,,17700,13500,16400,14200,14100,,17600,,15000,36,,63,,92,123,,138,,211,0.0893,0.9107
13240,Lytles Redwood Empire Beauty College Inc,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10266.0,,,0.3835,,,,0.128,7652,,24.605714286,39857.062857,20800,,26000,,25600,17000,21700,21000,15300,,19900,,21500,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,78,,58,,71,0.0159,0.9841
25464,MTI Business College Inc,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7568,0.2162,0.0,1819.0,,,1.0,,,,0.043,9500,,28.185520362,8091.2081448,15900,,20100,,23700,13800,17400,22100,12600,,15300,,18100,53,,83,,108,116,,160,,203,0.0362,0.9638
12912,MTI College,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1745,0.1745,0.0,0.0,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3723,0.0748,0.0,11238.0,2405.0,0.3297,0.6539,,,,0.08800000000000001,9743,,28.467729084,27498.215936,27000,,31300,,34200,25400,30300,32900,18200,,20500,,22800,199,,173,,200,779,,645,,521,0.2748,0.7252
23519,Brightwood College-Sacramento,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9435,0.0,0.0,9119.0,5004.0,0.1163,0.5732,,,,0.23199999999999998,9495,,25.245800672,17513.844905,19100,,22500,,28500,16700,20500,25000,14200,,16700,,45600,506,,367,,215,1353,,1000,,522,0.1481,0.8519
20917,Brightwood College-San Diego,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772,0.0,0.0,12975.0,6084.0,0.5422,0.3635,,,,0.10300000000000001,9500,,26.963445168,29000.894842,32900,,39400,,41100,28600,34600,35500,25300,,29100,,29900,256,,203,,264,1172,,1133,,1069,0.2487,0.7513
25490,Brightwood College-Vista,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9761,0.0,0.0,9282.0,4986.0,0.3448,0.3456,,,,0.17,9500,,25.862340216,25720.921829,24500,,27100,,31100,23100,25500,29500,16900,,18700,,21700,403,,475,,212,1664,,1521,,822,0.2708,0.7292
1178,College of Marin,2,2,,,0.0024,0.0,0.0,0.0024,0.0071,0.0024,0.0095,0.0,0.0,0.0048,0.0,0.0261,0.0071,0.0428,0.0024,0.3349,0.0,0.0024,0.0095,0.0,0.1188,0.0024,0.0,0.0,0.0024,0.0,0.0261,0.0214,0.0,0.0238,0.0,0.0214,0.0,0.0,0.0428,0.1853,0.1021,0.0,996.0,8301.0,0.3323,0.2458,13847.0,,,0.239,10500,,28.767801858,14960.948607,31800,,34100,,42500,26000,28000,35200,28300,,28800,,38500,161,,205,,225,567,,579,,693,0.4232,0.5768
7476,Marinello Schools of Beauty-Los Angeles,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,8709.0,,,0.8143,,,,0.266,10295,,24.905930967,20149.153379,18000,,19600,,19400,14800,16000,15300,14700,,16100,,16400,710,,613,,272,2035,,1616,,753,0.0736,0.9264
10474,Marymount California University,1,2,,,0.0,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1707,0.0,19258.0,7684.0,0.2478,0.4056,44406.0,0.3144,0.6647,0.115,13250,,20.258064516,66755.563567,28600,,35700,,41400,27300,33500,35900,17900,,25400,,31400,27,,35,,63,166,,194,,233,0.4482,0.5518
11672,Mendocino College,2,2,,,0.0,0.0029,0.0,0.0,0.0145,0.0,0.0145,0.0087,0.0116,0.0,0.0029,0.0029,0.0523,0.0,0.0029,0.0407,0.0,0.0116,0.0349,0.0,0.0843,0.0465,0.0,0.0,0.0029,0.0,0.0698,0.0523,0.0029,0.1047,0.0,0.0291,0.0,0.0,0.0174,0.064,0.3256,0.0,517.0,8180.0,0.1781,0.3577,14316.0,,,0.147,11360,,26.86125,17623.3175,26800,,28200,,29400,21000,23400,24300,24400,,24600,,23400,181,,195,,221,463,,550,,516,0.4,0.6
1236,Menlo College,1,3,0.3705,1001.0,0.0,0.0,0.0,0.0,0.0935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7914,0.0,18300.0,11564.0,0.3563,0.3333,51649.0,0.4076,0.8155,0.09699999999999999,23238,,20.734138973,71794.516616,38400,,44900,,53900,33100,42200,46400,31100,,29000,,40700,26,,29,,26,235,,312,,325,0.6199,0.3801
1237,Merced College,2,2,,,0.066,0.0,0.0,0.0,0.0053,0.0,0.0043,0.0085,0.0,0.0064,0.0319,0.0053,0.0437,0.0032,0.0043,0.0607,0.0,0.0064,0.016,0.0,0.0085,0.0021,0.0,0.0,0.0117,0.0,0.1193,0.0767,0.0096,0.1384,0.0085,0.0106,0.0096,0.0,0.017,0.2023,0.1129,0.0106,588.0,7996.0,0.3544,0.4734,9094.0,,,,PrivacySuppressed,,23.213939394,19702.105051,23200,,26300,,30300,19800,22500,26300,18400,,20500,,23600,519,,642,,583,1844,,2092,,1994,0.4336,0.5664
1267,Merritt College,2,2,,,0.0643,0.0,0.0,0.0071,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.1214,0.0595,0.0,0.0714,0.0,0.0,0.0048,0.0,0.0143,0.0,0.0,0.0,0.0,0.0,0.0,0.0571,0.0095,0.1905,0.0,0.0,0.0,0.0,0.0,0.3048,0.0857,0.0,1181.0,7912.0,0.3524,0.2235,15651.0,,,0.24100000000000002,PrivacySuppressed,,28.558217537,13989.615237,30600,,35500,,39800,23200,27100,31400,31900,,32700,,35000,181,,202,,289,603,,693,,680,0.3512,0.6488
1238,Mills College,1,3,0.6798,1151.0,0.0,0.0112,0.0,0.03,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0187,0.0337,0.0,0.1498,0.0,0.0,0.0899,0.0187,0.0,0.0337,0.0,0.0037,0.0,0.0187,0.0,0.0936,0.0,0.0187,0.2135,0.0,0.0,0.0,0.0,0.1199,0.0974,0.0225,0.0225,19608.0,9759.0,0.5337,0.4674,54668.0,0.6142,0.8118,0.057,23375.5,,23.156338028,53462.301408,39500,,42000,,44400,33300,37500,39600,31600,,34800,,36200,53,,56,,62,353,,332,,297,0.0,1.0
1239,MiraCosta College,2,1,,,0.018000000000000002,0.0082,0.0037,0.0,0.0111,0.0291,0.016,0.0037,0.0008,0.0,0.0176,0.0033,0.0463,0.0,0.0033,0.4069,0.0,0.0033,0.0082,0.0,0.0569,0.0151,0.0,0.0,0.0106,0.0,0.0192,0.0147,0.0016,0.0229,0.0,0.0389,0.0,0.0,0.0123,0.1257,0.09699999999999999,0.0057,1069.0,11569.0,0.2681,0.1202,9338.0,,,0.11199999999999999,4063,,25.008873929,22180.352815,25900,,29600,,33000,22100,25200,28600,21700,,23000,,27000,161,,211,,207,642,,773,,666,0.4408,0.5592
23387,Marinello Schools of Beauty-San Francisco,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0954,0.0,0.0,8951.0,,,0.7952,,,,0.19,10120,,26.055715658,17256.918348,23100,,28400,,36200,19000,21500,28500,18500,,25100,,30600,30,,37,,45,80,,131,,111,0.0795,0.9205
21191,Mission College,2,2,,,0.0025,0.0,0.0,0.0,0.0,0.0,0.07400000000000001,0.0284,0.0,0.0111,0.0037,0.0,0.0382,0.0,0.0,0.1344,0.0,0.1184,0.0037,0.0,0.111,0.0025,0.0,0.0,0.0382,0.0,0.0049,0.0592,0.0136,0.0419,0.0,0.0025,0.0,0.0,0.0136,0.1714,0.127,0.0,958.0,7663.0,0.4225,0.2534,13876.0,,,0.166,4500,,27.629565965,17668.018479,29900,,35600,,42000,24600,28900,33000,23700,,31300,,39500,237,,208,,207,818,,770,,697,0.4547,0.5453
7204,Modern Beauty Academy,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3449.0,,,0.8592,,,,0.125,PrivacySuppressed,,22.549019608,19309.431373,14200,,18500,,22800,12900,14400,18800,10800,,14200,,15400,PrivacySuppressed,,PrivacySuppressed,,29,57,,67,,89,0.125,0.875
25391,Brightwood College-Los Angeles-Van Nuys,2,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10446.0,5629.0,0.5667,0.4352,,,,0.165,9500,,25.507936508,26585.82684,27800,,38300,,42800,23700,33000,36500,21400,,27700,,31900,354,,135,,158,1592,,759,,744,0.4656,0.5344
1240,Modesto Junior College,2,2,,,0.047,0.0006,0.0039,0.0,0.021,0.0011,0.0172,0.0033,0.0044,0.0,0.0011,0.0061,0.1444,0.0,0.0105,0.1942,0.0,0.0,0.0022,0.0,0.1068,0.0033,0.0,0.0,0.005,0.0,0.0,0.0559,0.0227,0.0443,0.0028,0.0188,0.0177,0.0,0.0371,0.1433,0.0852,0.0,574.0,8437.0,0.4179,0.3901,12734.0,,,,PrivacySuppressed,,25.182014583,19256.914529,25100,,29900,,34000,20700,25000,27800,20500,,24200,,32200,824,,710,,690,2601,,2554,,2550,0.4315,0.5685
21858,Moler Barber College,3,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7589.0,,,0.9685,,,,,9500,,27.84496124,15531.596899,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,PrivacySuppressed,,PrivacySuppressed,,PrivacySuppressed,0.9737,0.0263
3691,Middlebury Institute of International Studies at Monterey,1,3,0.1716,1391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12643.0,9249.0,1.0,0.3636,,,,0.016,18000,,20.413675214,96337.092308,48400,,59800,,72400,41600,53300,55600,45900,,39600,,75200,71,,56,,51,484,,404,,486,0.8182,0.1818
1242,Monterey Peninsula College,2,2,,,0.0154,0.0,0.0,0.0,0.0154,0.0,0.023,0.0,0.0,0.0134,0.0,0.0038,0.0537,0.0,0.0058,0.2303,0.0,0.0269,0.0173,0.0,0.0441,0.0134,0.0038,0.0,0.0288,0.0,0.0365,0.0537,0.0058,0.0576,0.0,0.0134,0.0,0.0,0.0595,0.1344,0.142,0.0019,1014.0,8022.0,0.2779,0.1298,12092.0,,,0.233,11640,,24.625,23015.051897,27900,,33700,,38900,23600,29100,31300,23600,,27900,,35100,155,,191,,176,566,,553,,543,0.5266,0.4734
7115,Moorpark College,2,2,,,0.0503,0.0005,0.0,0.0,0.0047,0.001,0.0042,0.0,0.0,0.0005,0.0026,0.0016,0.0346,0.0,0.0,0.6157,0.0,0.0016,0.0016,0.0,0.0817,0.0267,0.0005,0.0,0.0037,0.0,0.0241,0.0188,0.0,0.0293,0.0,0.0,0.0,0.0,0.0162,0.0424,0.0325,0.0052,646.0,8027.0,0.3292,0.1756,8400.0,,,0.086,11000,,24.174152154,21675.304614,33200,,37800,,42700,29700,31500,35400,24900,,30200,,42400,114,,141,,150,744,,687,,665,0.4831,0.5169
1245,Mt San Antonio College,2,2,,,0.0225,0.0,0.0125,0.0,0.0136,0.0175,0.0122,0.0025,0.0021,0.0025,0.0425,0.0029,0.0572,0.0172,0.0436,0.0282,0.0,0.0,0.01,0.0,0.0461,0.0836,0.0,0.0,0.0,0.0,0.0382,0.0561,0.0,0.1144,0.0014,0.044000000000000004,0.0021,0.0475,0.0189,0.1269,0.1333,0.0004,859.0,9013.0,0.3209,0.3862,9243.0,,,0.17,4500,,23.465325754,21290.471972,29400,,35100,,39100,24700,29700,33400,23000,,27400,,35100,566,,551,,536,2829,,2731,,2647,0.4872,0.5128
1243,Mount Saint Mary's University,1,3,0.7409,928.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0188,0.0,0.0,0.0,0.028999999999999998,0.0,0.0273,0.057999999999999996,0.0,0.0358,0.0017,0.0,0.0085,0.0,0.0051,0.0,0.0,0.0,0.0648,0.0,0.0324,0.0836,0.0,0.0,0.0,0.0,0.0188,0.4949,0.1092,0.0102,21833.0,8055.0,0.2806,0.5875,47905.0,0.6379,0.7923,0.057999999999999996,25000,,23.632867133,49418.530886,53400,,56500,,59000,48800,49400,52000,32100,,34500,,39700,46,,71,,77,691,,837,,786,0.0634,0.9366
