UNITID,CONTROL,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,ICLEVEL,PREDDEG,ADM_RATE_ALL,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,TUITFTE,AVGFACSAL,PFTFAC,PCTPELL,COSTT4_A,C150_4,RET_FT4,CDR3,GRAD_DEBT_MDN,AGE_ENTRY,FAMINC,MN_EARN_WNE_P6,MN_EARN_WNE_P8,MN_EARN_WNE_P10,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10,SD_EARN_WNE_P6,SD_EARN_WNE_P8,SD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_NWNE_P8,COUNT_NWNE_P10,COUNT_WNE_P6,COUNT_WNE_P8,COUNT_WNE_P10,UGDS_MEN,UGDS_WOMEN
174358,1,Public,7816,14714,1,3,0.8419,1049,0,0.0008,0,0.0088,0.0785,0,0.0256,0,0.1595,0,0,0.004,0,0.0104,0.0192,0.0088,0,0.0609,0.0024,0,0.0256,0.028,0.0072,0,0.012,0,0.0329,0.0449,0.0617,0.0361,0,0,0,0,0.1058,0.1066,0.1498,0.0104,5398,8286,0.6179,0.3245,18680,0.4193,0.7066,0.059,21700,22.3142329,67825.34233,36300,40300,44900,34400,37700,40600,19500,23200,27700,117,152,239,2462,2582,2942,0.3945,0.6055
174437,2,Private,20776,20776,1,3,0.912,1062,0,0,0,0,0.0451,0.0082,0,0,0.1434,0,0,0.0328,0.082,0,0.0287,0,0,0,0.0082,0,0.1148,0.0041,0,0.2541,0,0,0.0861,0,0.0615,0,0,0,0,0,0.0369,0.0123,0.082,0,13873,6900,0.3462,0.3736,30203,0.4729,0.687,0.046,26000,20.75462185,64958.35126,29700,34100,35800,28000,32700,34600,16800,20900,25000,34,62,79,476,479,505,0.4334,0.5666
174491,2,Private,28726,28726,1,3,0.6954,1110,0,0,0,0,0.0694,0.0116,0,0,0.1025,0.0083,0,0.0132,0,0,0.0264,0.0281,0,0.0661,0.0116,0,0.0215,0.0397,0.0066,0.1868,0,0,0.0992,0.0182,0,0.0017,0,0,0,0,0.0727,0.0116,0.1785,0.0264,14599,6102,1,0.2429,39702,0.6681,0.8017,0.029,21500,21.91866913,75307.25139,35200,40100,43400,33900,37100,38500,20000,26400,32100,83,108,158,1005,998,937,0.418,0.582
174507,2,Private,11636,11636,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,16988,5898,0.5192,0.3186,24990,0,0.5,0.01,7600,27.69936709,29382.76582,41100,45500,49700,36700,38200,39900,29000,35800,37900,33,44,34,362,383,340,0.3193,0.6807
174525,2,Private,15759,15759,1,3,0.6667,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1304,0,0,0,0,0,0,0,0.5217,0,0,0.1739,0,0,0,0,0,0,0,0,0,0.1739,0,20775,4136,0.4167,0.6544,26034,0.2083,0.7143,0.038,20500,24.63636364,43448.9899,23900,26800,31700,21800,23900,28800,13400,17300,22200,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.4839,0.5161
174747,2,Private,39402,39402,1,3,0.8218,1179,0,0.0303,0,0.0061,0,0,0.0081,0,0.0889,0,0,0.0384,0,0,0.1535,0.002,0,0.103,0.0081,0,0.0848,0,0.002,0.004,0.0202,0,0.1172,0,0,0.0545,0,0,0,0,0.0424,0.0949,0.1273,0.0141,19671,8112,0.8644,0.2418,49920,0.8131,0.881,0.01,27000,19.50647821,105249.8292,42300,48300,57000,41200,44500,52600,18600,23100,30400,PrivacySuppressed,27,33,PrivacySuppressed,599,611,0,1
174783,1,Public,7553,15195,1,3,0.8219,1010,0,0.0127,0,0.0025,0.0755,0,0.0114,0,0.0873,0.0254,0.0119,0.0051,0,0,0.0212,0.0627,0,0.0475,0.0051,0,0.0538,0.0161,0.0021,0,0.0191,0,0.067,0.0428,0.0318,0.05,0,0,0,0.0127,0.0348,0.0941,0.2026,0.0047,5055,8733,0.6418,0.295,18142,0.4476,0.7269,0.054,22750,22.17007722,63177.64344,38000,43400,48600,36200,41100,44200,20000,24600,29400,242,304,351,4748,4456,4487,0.4972,0.5028
174792,2,Private,38704,38704,1,3,0.7876,1155,0,0.0158,0,0,0,0,0.0293,0,0.0113,0,0,0.0293,0,0,0.1126,0,0,0.1171,0.0293,0,0.0383,0,0.0068,0.0045,0.0338,0,0.036,0,0,0.1351,0,0,0,0,0.036,0.0158,0.3266,0.0225,19386,8167,0.84,0.1951,48520,0.8048,0.8773,0.002,27000,19.54127199,113344.134,49600,56300,67100,45200,50900,60600,27500,31600,39700,PrivacySuppressed,PrivacySuppressed,29,PrivacySuppressed,PrivacySuppressed,570,1,0
174817,2,Private,30315,30315,1,3,0.7424,1067,0,0,0,0,0.0269,0,0.0449,0,0.0575,0.0018,0.0162,0.0054,0.0018,0,0.0054,0,0,0.0592,0.0126,0,0.0072,0,0.0197,0.0144,0.0072,0,0.0305,0.0449,0.0359,0.0072,0,0,0,0,0.0592,0.1311,0.3968,0.0144,10752,6689,0.2164,0.3038,39736,0.646,0.785,0.027,22500,25.97238659,70499.10059,42600,44700,50400,38300,41400,47800,24400,26500,30300,38,41,58,689,617,630,0.4637,0.5363
174844,2,Private,41700,41700,1,3,0.5128,1292,0,0.0205,0,0.0256,0,0,0.0167,0,0.0141,0,0,0.0295,0,0,0.0705,0.0179,0,0.1333,0.0756,0,0.0026,0.0282,0.0179,0,0.1013,0,0.0744,0,0.0179,0.1859,0,0,0,0,0.1077,0.0282,0,0.0321,22964,8497,0.7167,0.1427,51860,0.8881,0.9269,0.005,27000,19.48447894,101322.0832,41500,47600,57300,37700,44100,50400,25600,29900,38600,34,39,57,620,713,753,0.4211,0.5789
174862,2,Private,23180,23180,1,3,0.284,1016,0,0,0,0,0.0758,0,0,0,0.1327,0,0,0,0,0,0.0142,0.0379,0,0.0332,0,0,0,0.0047,0,0.3175,0,0,0.1137,0.0047,0,0,0,0,0,0,0.019,0.1185,0.1185,0.0095,11759,4691,0.3056,0.5031,34943,0.5714,0.6616,0.039,25500,27.50385604,48746,33400,34300,40100,30300,31200,35100,22500,22900,29400,54,73,74,413,510,444,0.4671,0.5329
174899,2,Private,32842,32842,1,3,0.6618,1106,0,0,0,0,0.0166,0,0.013,0,0.0332,0,0,0,0,0,0.0142,0.0071,0,0.1163,0.0036,0,0.0059,0,0.0012,0,0.0059,0,0.0522,0,0.0629,0.0036,0,0,0,0,0.0071,0.452,0.2005,0.0047,13989,6668,0.4565,0.312,42355,0.6139,0.8353,0.035,21118.5,26.09122402,67091.48557,48600,52600,56000,44900,49200,51400,27500,29600,34300,60,82,84,1191,1135,1168,0.302,0.698
174914,2,Private,36682,36682,1,3,0.8662,949,0,0.0046,0,0,0.0536,0,0.0106,0,0.0351,0.0622,0,0.0152,0,0,0.0232,0.0126,0,0.0887,0.0139,0,0.0099,0,0.045,0.0007,0.0146,0,0.049,0,0.0113,0.0788,0,0,0,0,0.0113,0.0371,0.4116,0.0113,19304,10006,0.4967,0.1921,47616,0.7222,0.8523,0.021,26651,20.39126853,113521.7414,48600,56900,62900,45400,52300,56800,26300,33300,41000,78,89,107,1741,1711,1483,0.5451,0.4549
175005,2,Private,36420,36420,1,3,0.6721,1032,0,0.0012,0,0.007,0.0387,0,0.0012,0,0.0434,0,0,0.0117,0.0059,0,0.0282,0.0023,0,0.0305,0.0059,0,0.007,0.0246,0.0047,0,0.0082,0,0.0282,0.0023,0.054,0.02,0,0,0,0,0.0223,0.5704,0.0798,0.0023,16543,6948,0.5755,0.399,43101,0.5853,0.7772,0.049,28000,25.02053388,60469.00719,44300,48400,51100,42700,44500,49200,24700,30200,29800,79,97,118,1269,1368,1304,0.0356,0.9644
175078,1,Public,8074,8074,1,3,0.6694,990,0.0245,0.0163,0,0,0.0286,0,0.0286,0.0224,0.1653,0,0,0.0061,0,0,0.0306,0.0122,0,0.0245,0.0122,0,0.0061,0.0816,0.0041,0,0.0061,0,0.0612,0.0388,0.049,0.0347,0,0,0,0,0.0306,0.002,0.2898,0.0245,3858,8632,0.5238,0.15,19028,0.432,0.6854,0.066,22375,22.63945578,61658.80952,34900,37200,41400,33100,34700,37600,20300,21700,29700,54,89,76,982,1040,1113,0.4277,0.5723
175272,1,Public,8750,14250,1,3,0.6304,1050,0,0,0,0,0.0615,0,0.019,0,0.1465,0.0123,0,0.0067,0,0.0084,0.0185,0.0224,0,0.0554,0.0073,0,0.0268,0.0721,0,0,0.0168,0,0.0447,0.0341,0.0492,0.0336,0,0,0,0,0.0157,0.1779,0.1667,0.0045,5690,8185,0.641,0.2634,20574,0.5716,0.7644,0.041,23478,21.63852525,79534.0911,40000,43100,48600,38400,40600,44700,19700,22300,29800,100,123,152,2668,2583,2610,0.3818,0.6182
175342,1,Public,6200,6200,1,3,0.7844,872,0.024,0,0,0,0.0131,0,0.0153,0,0.024,0,0.0087,0,0.0808,0,0.0109,0.1114,0,0.1528,0.0109,0.048,0,0.024,0,0,0.0262,0,0.0393,0.0218,0.0633,0.0066,0,0,0,0,0.0131,0.2162,0.0786,0.0109,4263,6595,0.766,0.7646,21116,0.4035,0.7596,0.155,26870,22.9137738,24803.32083,26900,31900,35000,23100,27200,31100,19300,23300,23200,95,116,152,897,956,1082,0.3586,0.6414
175421,2,Private,20780,20780,1,3,0.7169,,0,0,0,0,0.013,0,0,0,0.0167,0,0,0,0,0,0.0278,0.0501,0,0.0167,0.0093,0,0.0019,0.0761,0.0019,0.0612,0.0037,0,0.0204,0,0.0167,0.1633,0,0,0,0,0.1206,0.0891,0.3043,0.0074,8508,5392,1,0.486,31730,0.5021,0.659,0.069,28336.5,30.80522809,38577.15018,34900,39000,42900,31700,35100,37300,23200,26000,36500,101,131,149,953,1006,999,0.3574,0.6426
175430,2,Private,10534,10534,1,3,0.5503,1030,0,0,0,0,0,0,0,0,0.3462,0,0,0.0192,0,0,0,0,0,0.0481,0,0,0.0096,0.0577,0,0.125,0,0,0.1731,0,0,0,0,0,0,0,0.0385,0,0.0962,0.0865,5542,4878,0.7647,0.5551,17198,0.4615,0.6296,0.099,PrivacySuppressed,24.07352941,42965.33824,29000,31000,29200,28600,31300,31400,17000,17600,16400,PrivacySuppressed,25,26,PrivacySuppressed,165,167,0.4096,0.5904
175616,1,Public,6562,6562,1,3,0.9234,968,0,0,0,0,0.0114,0,0,0,0.2078,0,0,0.0023,0.0571,0,0.0205,0.0091,0,0.0913,0.0068,0,0.0479,0,0,0,0.0091,0,0.0228,0.032,0.0731,0.016,0,0,0,0.016,0.0571,0.1324,0.1804,0.0068,4487,6080,0.724,0.4507,18887,0.3229,0.6738,0.103,18750,22.50214856,40772.79435,32400,34400,37600,29100,30600,33700,25200,23700,24800,86,98,116,988,975,1035,0.4008,0.5992
175856,1,Public,6602,16174,1,3,0.7047,911,0,0,0,0,0.0302,0,0.0183,0,0.2022,0.0494,0.0274,0.0009,0,0,0.022,0,0,0.0805,0.0027,0,0.0924,0,0,0,0.0311,0,0.054,0.0659,0.0704,0.0421,0,0,0,0,0.022,0.0567,0.1226,0.0091,5499,7000,0.6906,0.6586,19803,0.4318,0.7781,0.127,28037,23.83402693,26719.33733,27800,31200,33700,25100,28000,30000,18600,24700,23400,188,217,254,1826,1862,2093,0.3725,0.6275
175980,2,Private,33982,33982,1,3,0.5718,1178,0,0,0,0.0052,0.0471,0,0.0105,0,0.0471,0,0,0.0157,0,0,0.0366,0,0,0.199,0.0157,0,0.0052,0,0.0524,0,0.0733,0,0.1204,0,0.0157,0.0471,0,0,0,0,0.0209,0,0.2408,0.0471,12365,7367,0.7807,0.1962,46491,0.6429,0.8012,0.054,27000,19.73954984,93332.80064,39400,47400,54500,35900,42400,48100,26400,28300,36200,PrivacySuppressed,29,36,PrivacySuppressed,253,323,0.5092,0.4908
176017,1,Public,7096,19144,1,3,0.8122,1098,0,0,0,0.0032,0.0457,0,0.0047,0,0.0769,0.0406,0,0.0106,0,0.0056,0.0283,0.0524,0,0.0477,0.0047,0,0,0.0439,0.0021,0,0.0097,0,0.0501,0.0365,0.0454,0.0389,0,0,0,0,0.0236,0.1776,0.2324,0.0194,9498,8817,0.7845,0.2838,22444,0.6136,0.8469,0.08,19500,21.93568082,75222.71504,41300,50500,56600,35100,39700,42700,40000,58500,64000,300,300,333,3517,3415,3548,0.4381,0.5619
176035,1,Public,5640,15360,1,3,0.9361,988,0,0,0,0,0.0122,0,0,0.0319,0.0456,0,0,0.0015,0.0106,0.0258,0.0274,0.0608,0,0.0243,0.0015,0,0.003,0.0258,0,0,0.0015,0,0.0274,0,0.0015,0.0106,0,0,0,0,0.0289,0.5775,0.076,0.0061,4627,6070,0.6637,0.4718,16299,0.3929,0.6944,0.075,14260,27.03884094,41030.18187,33100,33100,38900,29400,28800,34100,22500,22800,26000,83,89,135,714,713,726,0.1662,0.8338
176044,1,Public,5916,5916,1,3,0.1633,825,0,0,0,0,0.044,0,0.0078,0,0.2668,0,0.0466,0,0,0,0.0466,0,0,0.0829,0.0155,0,0,0,0,0,0.0181,0,0,0.0855,0.1244,0.0363,0,0,0,0,0.013,0.0078,0.1891,0.0155,2497,5745,0.7628,0.7658,19331,0.2982,0.6471,0.164,27776,21.74524158,21951.82723,22500,25600,27200,19900,22400,23200,15600,17800,19100,83,126,199,837,760,954,0.4357,0.5643
176053,2,Private,15458,15458,1,3,0.6304,1120,0,0,0,0,0.0489,0,0.013,0,0.1352,0.0033,0,0.0244,0,0.0147,0.0179,0,0,0.0765,0.0065,0,0.0016,0.0977,0.0309,0,0.0147,0,0.0537,0.0309,0.013,0.0586,0,0,0,0,0.0489,0.0977,0.1954,0.0163,11473,7369,0.5043,0.359,27468,0.5352,0.716,0.061,25404,22.83847185,60748.39812,34500,41000,44900,31700,36800,38300,21800,25600,32400,89,103,118,1084,1026,966,0.4147,0.5853
176080,1,Public,7140,18478,1,3,0.7102,1126,0.0513,0.0212,0.0178,0,0.0439,0,0.0104,0,0.1803,0.1287,0.0181,0.0071,0.0163,0,0.012,0.0028,0,0.0584,0.0037,0,0.0547,0,0.004,0,0.0313,0,0.055,0,0.0108,0.0464,0,0,0,0,0.0197,0.0074,0.1871,0.0117,7092,8047,0.8673,0.3318,21581,0.6043,0.8018,0.079,23209,21.50441981,61773.9927,37100,43200,47400,33400,36200,40200,32500,38400,36400,318,342,367,3682,3310,3312,0.5144,0.4856
176318,2,Private,9286,9286,1,3,0.3885,760,0,0,0,0,0.1204,0,0.0833,0,0.0741,0,0,0,0.1481,0,0.0463,0,0,0.1852,0.0278,0,0,0,0,0,0.0185,0,0,0,0.1296,0.0926,0,0,0,0,0.0093,0,0.0648,0,8418,4784,0.9388,0.8818,15284,0.1805,0.7079,0.217,25809,20.83507853,20889.14136,20900,23200,26600,18400,20900,24100,15600,15600,17800,50,48,62,418,331,437,0.4154,0.5846
176372,1,Public,6980,15550,1,3,0.6674,1029,0,0,0.0033,0.0016,0.0462,0,0.0209,0,0.1117,0,0.0311,0.0074,0.0266,0.0082,0.0237,0,0.0029,0.0573,0.0078,0,0.0389,0.0372,0.002,0,0.0151,0,0.0683,0.0499,0.0262,0.0348,0,0,0,0,0.0495,0.1382,0.1681,0.0233,6285,7251,0.7628,0.4865,19493,0.4844,0.7409,0.11,24250,23.3234641,44029.56329,33500,38200,42700,30200,34000,36400,27300,26000,38700,408,503,583,3931,4195,4617,0.3629,0.6371
176406,2,Private,10218,10218,1,3,0.403,864,0,0,0,0,0.0696,0,0.019,0,0.038,0,0,0,0.0696,0,0.0633,0,0,0.1266,0.0127,0,0.0127,0.0633,0,0,0.038,0,0.057,0,0,0.3608,0,0,0,0,0.0127,0,0.0316,0.0253,7711,4889,0.7629,0.8998,20503,0.5274,0.8235,0.136,32091.5,21.69829222,24832.85958,25300,29500,32400,23100,26900,27500,19000,20200,22600,PrivacySuppressed,33,57,PrivacySuppressed,270,366,0.3464,0.6536
176479,2,Private,11400,11400,1,3,0.5042,1080,0,0,0,0,0.0172,0,0,0,0.1397,0,0,0,0,0,0.0069,0.1155,0,0.0569,0.0103,0,0,0.0517,0,0.0241,0.0034,0,0.2086,0.0034,0,0.0086,0,0,0,0,0.0259,0.2103,0.1086,0.0086,12022,5575,0.5594,0.6531,24941,0.5846,0.7207,0.082,20000,25.91890166,38089.11367,34000,35400,40500,31400,31600,34700,21100,26600,30400,129,107,145,859,749,980,0.3389,0.6611
176628,2,Private,25700,25700,1,3,0.5198,1038,0,0,0,0,0.0511,0,0.0182,0,0.0584,0,0,0,0,0,0.0146,0,0,0.0109,0,0,0,0.0584,0,0,0,0,0.1022,0,0.0547,0.0292,0,0,0,0,0.0985,0.3577,0.1204,0.0255,12703,6679,0.3571,0.4226,36178,0.4863,0.7088,0.068,26000,24.83487298,57491.85681,39900,41300,49700,37600,38800,44100,22000,23100,44900,38,44,58,480,499,530,0.3649,0.6351
176664,2,Private,9050,9050,1,3,,,0,0,0,0,0,0,0,0,0.1754,0,0,0,0,0,0,0,0,0,0,0,0.2807,0,0.3333,0.0702,0,0,0,0,0,0,0,0,0,0,0.0351,0,0.1053,0,6589,4110,1,0.6328,17281,0.3837,0.6909,0.089,20662.5,21.52331606,48781.92228,23900,29400,33300,22300,26600,29000,14200,19300,25700,32,52,64,192,248,279,0.5363,0.4637
176770,2,Private,10150,10150,1,3,0.5455,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12661,6503,0.7789,0.476,18972,0.5,0.2857,0.076,21134,29.84782609,46289.08333,41100,43500,42700,41000,41700,42100,23700,32000,23500,27,34,56,266,285,366,0.1344,0.8656
176789,2,Private,10600,10600,1,3,1,1014,0,0,0,0,0,0,0,0,0.0492,0,0,0,0,0,0,0,0,0,0,0,0.0328,0,0,0.7377,0,0,0,0,0,0,0,0,0,0,0.0984,0,0.082,0,8805,3938,0.4677,0.5339,17891,0.475,0.5405,0.045,18500,26.24637681,38165.33333,30900,37800,39200,26300,32200,36800,22500,30500,26800,PrivacySuppressed,PrivacySuppressed,27,PrivacySuppressed,PrivacySuppressed,114,0.5067,0.4933
176910,2,Private,11700,11700,1,3,0.424,,0,0,0,0,0,0,0,0,0.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4733,4778,0.5652,0.6225,24213,0.4225,0.7708,0.085,16500,23.9800995,40534.26866,25000,28100,30600,23500,24000,29700,16600,21400,20300,27,49,48,200,207,225,0.5087,0.4913
176947,2,Private,21830,21830,1,3,0.6053,1050,0,0.0089,0,0,0.0313,0,0.0402,0,0.1964,0,0,0,0.0268,0,0.0134,0,0,0.067,0.0045,0,0.1071,0.0446,0.0045,0,0.0045,0,0.0313,0.0402,0,0.0223,0,0,0,0,0.0134,0.2054,0.1161,0.0223,17159,5743,1,0.421,32970,0.5167,0.6392,0.084,16500,27.8846831,48596.27641,35000,37300,39500,30900,33700,35400,25600,23200,24100,58,55,66,899,679,708,0.4834,0.5166
176965,1,Public,7265,13659,1,3,0.7795,1010,0.012,0,0,0,0.0376,0.006,0.018,0,0.1656,0,0.0735,0.006,0.0223,0,0.0087,0.0463,0.0005,0.0447,0.0011,0,0.0022,0.0049,0.0011,0,0.0022,0,0.0354,0.0866,0.0327,0.0229,0,0,0,0.0093,0.0681,0.1362,0.1405,0.0158,6960,7008,1,0.3664,18112,0.53,0.6974,0.088,22500,22.23176564,57976.18513,35100,38800,42600,32500,35300,38000,20900,23700,36800,191,283,347,2954,3071,2959,0.4494,0.5506
177038,2,Private,9120,9120,1,3,1,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19290,5060,0.7647,0.1061,,1,,0.052,8875,27.4,37848.57778,41700,38900,53600,34800,34100,43800,35800,27700,46700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.5745,0.4255
177065,2,Private,7465,7465,1,3,,,0,0.0034,0,0.0022,0.0007,0,0.0142,0,0,0,0,0,0,0,0.0053,0.3404,0,0.006,0.001,0,0.0048,0.0014,0.0002,0,0.001,0,0.0618,0.1114,0.0902,0.0101,0,0,0,0,0.0029,0.0142,0.3113,0.0176,7006,7279,1,0.5423,17312,0.3786,0.5838,0.13,20775,30.50725807,29807.13082,36300,40000,43000,33000,36500,38300,24600,26600,29900,694,634,628,5141,4114,3820,0.4085,0.5915
177083,2,Private,19530,19530,1,3,1,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18073,4201,,0.303,31890,0.0833,0.8421,0.081,PrivacySuppressed,21.33333333,56591.4359,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,0
177144,2,Private,24050,24050,1,3,0.5772,986,0,0,0,0,0.0276,0,0,0,0.1379,0,0,0,0,0.0414,0.0207,0.0345,0,0.0414,0,0,0,0.1034,0,0,0,0,0.1241,0.069,0,0.0138,0,0,0,0,0.0552,0.1241,0.1862,0.0207,9545,4892,0.6341,0.5084,34565,0.4141,0.7591,0.081,24250,20.5584,60553.72,33700,35300,40100,31800,32300,36600,16900,20200,23300,25,27,28,409,418,471,0.5285,0.4715
177214,2,Private,23885,23885,1,3,0.7441,1185,0,0.0173,0.0265,0,0.0265,0,0.0051,0,0.0744,0,0,0.0041,0,0.0173,0.0449,0.1193,0,0.0887,0.0153,0,0,0.0194,0.0041,0,0.0183,0,0.1244,0.1111,0.0173,0.0326,0,0,0,0,0.0449,0.0183,0.1448,0.0255,10051,6567,0.9735,0.5091,33480,0.626,0.8453,0.152,23250,26.76148583,38208.39443,30400,32600,36200,27700,30200,32200,22000,22500,26300,263,249,306,1426,1451,1540,0.3963,0.6037
177339,2,Private,20796,20796,1,3,0.645316253,1055,0,0.0023,0,0,0.0958,0.0093,0.0117,0,0.1472,0.0023,0,0.0023,0,0,0.0117,0.0047,0,0.0444,0.0164,0,0,0.0397,0.0421,0.0187,0.0023,0,0.0654,0.035,0.0771,0.0467,0,0,0,0,0.0491,0.021,0.2477,0.007,11355,6185,0.592,0.4887,32183,0.4793,0.7511,0.064,22124,23.04761905,58402.35863,32800,36400,40900,30300,33100,35800,22400,27100,29500,60,89,114,680,789,819,0.4581,0.5419
177418,2,Private,22770,22770,1,3,0.9061,1052,0,0,0,0,0.0643,0,0.0064,0,0.1672,0,0,0,0.0386,0.0032,0.0096,0.0193,0,0.0129,0.0161,0,0.0129,0.0322,0,0,0,0,0.0611,0,0.0386,0.0064,0,0,0,0,0.0482,0.1254,0.3119,0.0257,15390,6267,0.3348,0.3441,32882,0.4813,0.6815,0.061,26922,24.87800963,66319.89246,36200,42300,46300,33100,38100,40800,22600,27800,31400,61,68,96,814,938,875,0.3176,0.6824
177542,2,Private,19530,19530,1,3,0.6118,,0,0,0,0,0.0449,0,0.0082,0,0.2,0,0,0,0.0245,0,0.0367,0.0571,0,0.0082,0.0041,0,0,0.0122,0,0.0286,0,0,0.0163,0.0735,0.0122,0.0041,0,0,0,0,0.0245,0.2531,0.1837,0.0082,9457,4700,1,0.3154,29079,0.3529,0.5749,0.079,19000,24.51894563,53601.02142,31600,32600,38200,28800,32000,34300,20100,19000,26600,33,41,68,459,441,417,0.4173,0.5827
177551,1,Public,5210,9853,1,3,,,0,0,0,0,0,0,0,0,0.2045,0,0,0,0,0,0,0,0,0.0606,0.0303,0,0.0227,0,0,0,0,0,0,0.1439,0,0.0379,0,0,0,0,0,0.0455,0.4545,0,3212,5491,0.2674,0.7558,14587,0.0829,0.5055,0.256,24992,23.75339367,21729.26131,23800,24900,30900,21800,23500,26700,15800,15000,22000,103,106,95,837,732,482,0.324,0.676
177719,2,Private,,,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17767,6888,0.8246,0.2385,,,,0.008,19062,26.39645777,65546.52589,56600,59700,59500,53900,56500,55600,26100,31900,37600,PrivacySuppressed,PrivacySuppressed,37,PrivacySuppressed,PrivacySuppressed,405,0.1166,0.8834
177746,2,Private,35118,35118,1,3,0.5997,1086,0,0,0,0.0452,0,0.0791,0,0,0,0,0,0,0.0847,0,0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7853,0,0,0,18976,5906,0.469,0.4222,48454,0.529,0.773,0.102,27000,20.39650146,66175.91545,26300,29600,33200,25600,26500,31200,15100,21300,21200,39,32,46,234,293,256,0.3554,0.6446
177816,2,Private,18737,18737,1,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11699,4146,0.5208,0.0556,31995,1,0.875,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,,,,1,0
177940,1,Public,6988,13378,1,3,,,0.0466,0.0074,0,0,0.0245,0,0.0515,0,0.1201,0,0.0539,0.0025,0.0343,0,0.0074,0.1029,0,0.0245,0.0147,0,0,0,0,0.0123,0.0074,0,0.0221,0.0662,0.0392,0.027,0,0,0,0,0.0074,0.1814,0.1373,0.0098,2941,5631,0.6595,0.5591,15202,0.2527,0.6471,0.207,25500,22.20662768,35677.32749,27000,30300,34600,25300,28200,31400,17500,19400,30000,100,117,135,1033,1028,1038,0.4413,0.5587
177968,2,Private,15580,15580,1,3,0.5288,1038,0,0.002,0,0,0.0796,0,0.0424,0.0007,0.1054,0,0,0.0027,0,0,0.0086,0.0027,0,0.0146,0.0066,0,0,0.065,0.0046,0.002,0.0192,0,0.0458,0.0988,0.0119,0.0146,0,0,0,0,0.0524,0.0338,0.3694,0.0172,12137,5841,1,0.3346,30929,0.4972,0.701,0.034,25669,24.37491338,63622.33911,37900,43600,47000,34400,39400,41300,24200,28800,32900,179,171,218,2453,2286,2274,0.4594,0.5406
177986,2,Private,,,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22365,6103,0.6632,0.5192,,,,0.023,8050,26.8761062,38074.92035,40900,45800,55400,36700,38600,45400,31500,36200,46700,PrivacySuppressed,49,50,PrivacySuppressed,364,302,0.4894,0.5106
178059,2,Private,25884,25884,1,3,0.7205,1137,0,0.0046,0,0,0.0259,0,0,0,0.0244,0,0,0,0,0.0229,0.0107,0.0061,0,0.0442,0.0091,0,0.0046,0.0259,0,0,0.003,0,0.1098,0,0,0.0091,0,0,0,0,0.0716,0.4177,0.2073,0.003,12443,7357,0.2214,0.3227,39236,0.6604,0.8648,0.055,23548.5,24.44740741,71137.86,44100,50400,51100,42600,45800,47200,26000,40400,33300,72,78,100,1029,1095,1036,0.292,0.708
