6-digit OPE ID for institution,Admission rate for all campuses rolled up to the 6-digit OPE ID,Average SAT equivalent score of students admitted for all campuses rolled up to the 6-digit OPE ID,Proportion of faculty that is full-time,"First-time, full-time student retention rate at four-year institutions",The median debt for students who have completed,Average age of entry,Average family income in real 2015 dollars,Mean earnings of students working and not enrolled 6 years after entry,Mean earnings of students working and not enrolled 8 years after entry,Mean earnings of students working and not enrolled 10 years after entry,Nat Log Mean earnings of students working and not enrolled 10 years after entry,Average cost of attendance (academic year institutions),"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion)",,
2155,0.0584,1501,0.8595,0.9706,6000,22.1039604,61601.11716,96800,119900,136700,11.82554402,57950,0.9747,,
2158,0.7614,974,0.3224,0.7428,26000,19.82625118,83517.22002,34800,39500,43100,10.67127828,43854,0.5294,,
2160,0.6749,1065,0.822,0.7874,24500,23.85040984,74710.28176,30100,33900,38600,10.56100756,47788,0.4602,,
2161,0.6397,1132,0.5525,0.8389,23947,23.29195927,67264.87974,43400,49500,55300,10.92052819,22861,0.5426,,
2165,0.8921,1094,0.9894,0.889,25000,21.59050306,75862.68923,86700,98700,102700,11.5395674,43966,0.7053,,
2178,0.0815,1503,0.9862,0.9788,13000,19.37433722,90251.14634,100800,130000,142100,11.86428631,57010,0.9307,,
2180,0.6982,1081,0.814,0.8438,26000,21.04615385,79263.84103,29300,33800,38700,10.56359488,25384,0.7382,,
2181,0.7726,1051,0.6522,0.85,27000,19.88262911,105369.5399,70900,83200,87900,11.38395508,22420,0.6667,,
2183,0.786,991,1,0.814,23810,21.8627907,68299.94884,35400,39800,45700,10.72985358,19303,0.5751,,
2184,0.7211,987,0.5562,0.7808,21418,21.81758653,65887.13845,35700,39900,44000,10.69194491,17686,0.5029,,
2185,0.5167,1040,1,0.7308,23250,21.52986425,71914.24525,37200,41700,47600,10.77058804,21402,0.5055,,
2187,0.672,1032,1,0.7857,24301,21.92334495,57339.85947,27900,32400,37100,10.52137225,20025,0.5659,,
2188,0.6929,986,0.9972,0.7808,24364,22.58645374,60908.91933,36800,41000,44400,10.70099475,20601,0.4558,,
2189,0.7487,995,0.4685,0.7909,22250,21.52350571,74475.13902,35700,41700,46800,10.75363848,19468,0.585,,
2190,0.6062,1016,1,0.8028,18829,22.07139926,68088.2938,39600,44700,49200,10.8036489,18494,0.4882,,
2193,0.6065,880,0.381,0.5193,27000,21.22529644,63615.68379,32800,38300,41100,10.6237634,41565,0.3952,,
2197,0.8047,940,0.4592,0.6939,27000,21.24039653,77896.34573,37100,42400,51800,10.85514543,44886,0.4656,,
2199,0.323075631,1394,0.40645,0.9553,28000,22.25732583,98085.63128,55100,62700,69500,11.14908203,55914,0.8256,,
2201,0.6411,760,0.4894,0.6234,31996,20.6038961,31036.25325,29500,31600,33900,10.43117029,36852,0.3353,,
2206,0.7243,954,0.8333,0.7717,27000,22.02283105,67719.41857,41200,53800,50000,10.81977828,47432,0.4867,,
2208,0.4897,1149,0.3375,0.8625,25750,21.38452381,86914.90714,47000,51800,52800,10.87426647,51093,0.7122,,
2210,0.7213,1061,0.6135,0.7609,25436.5,21.37027379,66413.82034,39100,44300,49000,10.79957558,23763,0.4903,,
2211,0.699219005,1029,1,0.8429,23021.5,30.38661552,63311.10997,39700,43600,47200,10.76214917,44829,0.6856,,
2217,0.7091,1133,0.6643,0.8673,27000,19.46174143,113192.1768,46400,55300,66000,11.09741002,50677,0.8483,,
2218,0.825,1014,0.4659,0.7546,27000,20.57039421,70483.28721,41600,48000,59100,10.9869862,45280,0.5489,,
2219,0.1884,1428,0.6361,0.964,17750,19.71324201,108030.6064,59600,88800,83100,11.32779998,58752,0.9219,,
2221,0.6294,1209,0.802,0.893,23861,21.30987363,89255.37974,41500,48000,55200,10.91871823,25665,0.7266,,
2224,0.2911,1399,0.8586,0.9658,9561,19.72353871,86025.32228,46300,54200,68100,11.12873249,57164,0.9068,,
2225,0.5761,1109,1,0.7885,27000,20.61526398,88506.69263,49400,56100,62300,11.0397167,43850,0.6251,,
2226,0.8151,1077,0.6088,0.7528,27000,19.99074686,88562.79313,44000,49900,59800,10.99876094,45850,0.5961,,
2228,0.7318,996,0.7391,0.6616,27000,20.08602151,79732.1785,30700,37600,36300,10.49957302,45591,0.5446,,
2229,0.1702,1439,0.807,0.9799,12000,19.31054688,98496.04492,49500,60700,73600,11.2064003,59412,0.9536,,
2234,0.5628,1007,0.4767,0.5811,27000,19.76842105,67281.43062,33700,36800,39900,10.5941316,40199,0.5445,,
2235,0.5639,1143,0.7857,0.8056,27000,19.63385147,88002.1658,37100,43300,55600,10.92593848,45690,0.736,,
2236,0.6791,1100,0.589,0.7885,27000,19.54300385,82920.73941,34800,39400,48300,10.78518684,43157,0.6118,,
2238,0.3751,1070,1,0.7859,27865,21.70512821,64722.30342,35200,38100,43700,10.68510338,33653,0.6036,,
2239,0.7135,1090,0.3922,0.7583,24500,20.75892857,74263.53795,29500,34600,40000,10.59663473,34593,0.5976,,
2241,0.6975,1183,0.9881,0.8741,26647,19.78792038,92316.69595,36000,42700,47000,10.75790288,39013,0.7273,,
2243,0.6304,1029,0.6836,0.7671,27000,22.17937588,68079.83764,35300,40100,44500,10.70324447,21523,0.5929,,
2246,0.7263,976,0.0403,0.4333,23068.5,30.48263889,52095.04514,43700,53200,54900,10.91326863,17823,0.4423,,
2247,0.5374,1010,1,0.6184,26575,20.27976191,55739.32143,30000,36500,39000,10.57131693,33441,0.3723,,
2259,0.6398,1011,1,0.7381,24832,23.25264831,50649.8767,33700,37700,41600,10.63585545,18905,0.3844,,
2260,0.759,1010,0.6112,0.7665,24500,23.69825269,53239.46761,39100,44500,47000,10.75790288,21498,0.4319,,
2262,0.6159,1198,1,0.9194,24466.5,19.84821429,79170.85268,64400,71900,76000,11.23848862,49303,0.6078,,
2266,0.6807,1084,0.9857,0.7612,22100,27.12202853,56784.16006,33800,35100,38800,10.56617553,33912,0.4571,,
2268,0.826,1090,0.6634,0.8165,25128,21.11550091,71215.09041,35600,41000,44600,10.70548914,21512,0.695,,
2273,0.7253,1204,0.6787,0.8836,27000,19.48452769,94621.76547,36800,42500,47500,10.76848499,38593,0.7814,,
2275,0.6689,1240,0.8182,0.9192,27000,19.43629344,97597.71236,32500,43100,54400,10.90411943,48547,0.7741,,
2279,0.4365,1145,0.3077,0.8179,27000,21.9661705,63531.34777,45400,50800,59800,10.99876094,39890,0.4939,,
2282,0.6125,1034,0.9929,0.8182,23000,27.70625,43669.47031,38400,40100,42400,10.65490364,22629,0.4294,,
2284,0.9378,780,0.8333,0.6692,34500,27.88765432,22117.69877,24800,28500,30500,10.32548196,25733,0.2931,,
2288,0.6567,990,0.8298,0.5746,20231.5,26.95934959,50749.03659,32400,34600,38100,10.54796956,26399,0.4301,,
2290,0.6865,1158,0.8667,0.9051,25000,20.03365916,86533.64088,42700,52100,60000,11.00209984,23740,0.7736,,
2292,0.7659,1206,0.8587,0.8219,27000,20.00046211,77729.13031,50800,57200,66000,11.09741002,24724,0.6453,,
2293,0.9183,1050,0.9077,0.7476,25446,22.55122777,54081.39797,32000,35500,40300,10.60410675,19571,0.42,,
2301,0.7313,1030,0.6967,0.722,21285,21.37888505,60093.62802,30100,34500,38400,10.55581274,18466,0.4829,,
2307,0.66,1070,0.5282,0.7814,24280,22.62709982,59539.05081,37800,42500,46700,10.75149944,19407,0.4295,,
2308,0.5148,927,1,0.6364,27000,20.18997362,62358.30211,31100,34300,39300,10.5789798,31515,0.4341,,
2311,0.6842,1008,0.3934,0.7879,25000,21.01290323,53138.94194,26900,26800,30200,10.3155972,26213,0.4179,,
2314,0.7865,990,0.4233,0.7046,26074,21.67988669,57596.69901,33700,38000,41000,10.62132735,17876,0.3894,,
2316,0.6765,990,0.9785,0.5912,17931,29.42910448,52436.74467,41000,40900,42400,10.65490364,31980,0.431,,
2318,0.6505,1069,0.2291,0.7572,23500,30.03362319,53191.46957,37500,38900,42600,10.65960953,32709,0.5673,,
2322,0.5883,930,1,0.5747,27000,22.46449704,49093.76923,29500,33000,37100,10.52137225,29377,0.4625,,
2323,0.6147,1142,1,0.8246,23000,25.40575916,60049.24542,45600,47100,52600,10.8704714,48027,0.5682,,
2325,0.3326,1352,0.8026,0.9688,21500,20.15512821,98162.64544,56200,64700,74400,11.21721122,25760,0.8997,,
2326,0.6284,1125,0.5773,0.8405,24015,23.69358442,44471.84679,40300,45200,52800,10.87426647,15831,0.518,,
2327,0.7809,993,0.545,0.799,26250,26.41906203,45664.13192,36500,40000,42500,10.65725935,16731,0.3754,,
2329,0.7624,1050,0.5301,0.7695,18890,24.09057931,40560.62042,36500,42300,51000,10.83958091,20199,0.3235,,
2330,0.8285,1030,0.623,0.7371,26092,21.78907579,66220.06048,33000,41700,48900,10.79753268,22483,0.5491,,
2334,0.6086,1053,0.4681,0.8158,26959,22.97112676,63247.35141,40000,45500,52000,10.858999,42531,0.6326,,
2336,0.6678,990,0.6101,0.672,20334,23.79675425,62084.466,34500,37100,43000,10.66895539,18166,0.4758,,
2337,0.7458,1070,0.6615,0.7206,25000,20.08253968,73207.27937,28400,36600,37300,10.52674861,32531,0.4943,,
2340,0.2095,1406,0.9173,0.9602,17500,19.3901919,106663.9275,40800,50300,65600,11.09133097,58275,0.9214,,
2341,0.7554,1157,0.8586,0.8878,26825.5,19.48918269,99765.19591,40400,46400,53700,10.89116828,47734,0.816,,
2342,0.6089,1051,0.5379,0.7861,28000,25.04661885,59593.8417,42000,45700,50100,10.82177629,43356,0.5396,,
2343,0.7265,1085,0.4783,0.8365,21602,26.11700288,67906.45764,46400,49300,54800,10.91144547,40685,0.6838,,
2345,0.8617,1165,0.533,0.8755,26000,20.40015391,108285.187,46000,52600,62000,11.03488966,48421,0.751,,
2346,0.7998,1144,0.9403,0.8449,27000,19.65245009,88387.23049,38200,43300,48300,10.78518684,39803,0.7101,,
2347,0.5239,991,0.2345,0.7278,20832,27.83621241,53152.44914,42900,48100,57400,10.95779958,40267,0.4627,,
2353,0.6322,1224,0.8071,0.9205,27000,19.54875717,95215.42352,40400,47600,56300,10.93844981,48422,0.8228,,
2354,0.6557,1106,0.4591,0.813,24750,22.32430454,64769.32431,41600,47300,55100,10.916905,43433,0.6637,,
2358,0.3416,1350,0.7895,0.9513,23250,19.22812052,95241.98422,34000,40800,54100,10.89858946,55393,0.8742,,
2360,0.6555,1030,0.606,0.7363,22102.5,21.42480211,70827.92332,37200,42000,46300,10.74289724,17578,0.4904,,
2361,0.9617,1125,1,0.8492,19000,19.83939394,59736.05758,27700,34300,38000,10.54534144,20740,0.7684,,
2365,0.5895,1073,0.8333,0.7009,27000,22.45922747,65437.04077,30800,35200,41500,10.63344871,41935,0.5959,,
2367,0.8911,1049,0.6047,0.6768,22000,22.33817222,64769.06434,34700,39000,42400,10.65490364,18028,0.4624,,
2369,0.9521,1044,0.3307,0.7286,26600,20.43255132,67413.47947,28100,31400,33300,10.41331268,28800,0.4549,,
2371,0.6915,1126,1,0.7894,21500,22.53191489,72695.90809,33900,38000,41100,10.6237634,37803,0.6844,,
2375,0.6546,1010,0.5176,0.6736,23014,22.63285714,61395.73357,32500,35600,41200,10.62619354,19109,0.4283,,
2377,0.8691,1010,0.6295,0.7074,22500,22.25881077,61578.06199,37100,41100,46700,10.75149944,17892,0.478,,
2379,0.7516,1155,0.8652,0.8552,26981,19.58500669,111051.668,47400,53900,64400,11.07286891,46397,0.7946,,
2380,0.7485,1068,0.1923,0.7896,21000,25.94211577,66224.81737,39000,43900,48400,10.78725509,38470,0.5516,,
2382,0.5919,1290,0.7032,0.9352,26358.5,19.44098712,104334.618,39100,44700,53700,10.89116828,50550,0.8708,,
2383,0.55,983,0.2467,0.6959,26190,28.50520231,44527.1526,30000,34800,36100,10.49404814,34574,0.5563,,
2388,0.7822,1109,0.7962,0.7509,24701,20.4919864,84421.40554,38900,46400,53500,10.88743693,22796,0.5883,,
2389,0.5764,1168,0.98,0.871,20000,20.17619048,72902.75833,32400,37200,42400,10.65490364,22853,0.6341,,
2394,0.6075,1070,0.6348,0.783,23450,21.48901674,78484.71784,37300,41500,46100,10.73856823,20449,0.5646,,
2396,0.8291,851,0.7768,0.6838,25000,22.97204641,23483.55907,26300,31200,33600,10.42228135,20330,0.3463,,
2397,0.4842,1033,1,0.6,27000,31.07072905,38772.88248,35100,37900,40900,10.61888534,33375,0.3983,,
2403,0.8941,950,0.7027,0.6614,17887.5,22.58217446,38874.29456,30800,33900,37700,10.53741537,17749,0.3543,,
2410,0.6464,910,0.7274,0.7552,27544,24.41455027,26491.06349,25600,29200,32800,10.39818379,18724,0.3852,,
2414,0.4745,1159,0.8661,0.7524,27000,19.97297297,92793.8277,37200,43500,50400,10.82774645,44435,0.6318,,
2415,0.673,1098,0.4916,0.6839,24950,22.9435325,54334.57387,34100,39800,44100,10.69421506,25976,0.5305,,
2422,0.4349,995,0.6463,0.7912,14380,26.95982143,38807.82717,30800,32700,37800,10.54006438,15935,0.366,,
2423,0.6482,1106,0.8636,0.7851,22170.5,21.47371396,60247.697,36600,41200,47500,10.76848499,20796,0.6105,,
2424,0.2272,825,0.9851,0.5296,27776,22.06859206,18603.88881,22100,24700,26600,10.18866649,17758,0.2598,,
2433,0.1386,666,0.8393,0.6273,22813,20.74074074,20922.72487,19200,22500,25100,10.13062313,14466,0.2019,,
2439,0.3551,864,0.7677,0.6996,33000,20.95414462,26237.54321,24100,28400,29600,10.29552964,20179,0.495,,
2440,0.805421279,1100,0.913,0.8558,19045,22.25007021,69202.77001,41200,49200,52700,10.87237073,21526,0.5797,,
2441,0.6631,1082,0.756,0.7162,23026,23.24048206,42391.63503,32000,36600,41700,10.63825641,18781,0.4513,,
2447,0.4877,1105,0.5331,0.7746,19666,25.85633626,36307.85508,31100,35300,40900,10.61888534,23962,0.6196,,
2449,0.6108,1028,0.3391,0.7,25000,25.46105263,57220.32,36600,39700,45100,10.71663753,34898,0.4912,,
2450,0.8696,1033,0.4603,0.6563,18450,27.32191781,42607.80822,28100,31600,36100,10.49404814,18781,0.5,,
2453,0.650591829,1006,0.8757,0.5728,16320,28.30191257,48873.0296,32900,35300,38600,10.56100756,32000,0.4407,,
2454,0.8083,990,0.9939,0.6884,21821.5,22.30803399,56692.41097,33100,36600,41500,10.63344871,18355,0.5358,,
2460,0.5926,972,0.6533,0.6667,25409.5,20.56388416,53167.47019,32200,33600,40600,10.61152335,33741,0.4455,,
2461,0.8095,1146,0.9708,0.8444,22004.5,26.70606601,37542.86753,29200,31000,35400,10.4744671,32573,0.5741,,
2463,0.642494561,1046,0.5895,0.727,22500,22.6728972,57091.96909,30900,35200,39300,10.5789798,30988,0.5291,,
2464,0.6524,1070,0.2768,0.7941,26750,25.53185185,60611.42222,37600,40300,46400,10.74505474,30833,0.4093,,
2473,0.643,1073,0.5234,0.7384,27000,20.46272494,67242.69152,24800,26500,32900,10.40122794,45824,0.5789,,
2480,0.6629,1045,1,0.707,25000,24.29503739,63773.12101,36500,41500,44100,10.69421506,30193,0.4484,,
2482,0.7611,1142,0.2361,0.8678,23250,25.34212402,64663.42195,42400,47700,50500,10.82972862,37968,0.6735,,
2488,0.9728,990,1,0.6614,20500,24.41411451,40081.23735,29600,32600,36600,10.50780352,14143,0.3708,,
2489,0.2218,920,0.5732,0.436,26100,21.17664093,48020.36873,27900,33200,36500,10.50506754,28754,0.2494,,
2495,0.7219,1243,0.8619,0.874,21500,19.88852989,78713.95692,35000,42500,49800,10.81577026,19689,0.7168,,
2496,0.7241,1050,0.8442,0.6583,23562,20.56587156,61905.26349,32000,36800,41200,10.62619354,17005,0.5017,,
2499,0.7543,1164,0.4599,0.8744,19500,21.97787611,86795.38053,41600,48700,53500,10.88743693,40582,0.6921,,
2501,0.8546,1049,1,0.7265,21000,22.64807047,55230.53377,30100,34500,40500,10.60905725,17093,0.4891,,
2502,0.9022,1062,1,0.6358,20000,23.90535248,48383.64621,30700,35300,36700,10.51053203,28948,0.5185,,
2503,0.851,1090,0.6633,0.7525,21031,22.6777275,56144.10722,33200,38700,42100,10.64780302,19117,0.5337,,
2506,0.6443,1237,0.5867,0.8683,25000,22.44954417,94750.66457,44500,53200,61800,11.03165864,52413,0.6974,,
2512,0.6756,1047,0.9808,0.6715,25000,23.17703349,61876.4378,29800,36400,37400,10.52942598,41309,0.5856,,
2516,0.7861,1165,0.7053,0.8353,21500,20.34562991,87097.96212,40800,48100,54200,10.90043619,22387,0.7012,,
2517,0.8215,1263,0.764,0.8262,24686,20.6980965,73959.16379,56700,62800,68400,11.1331281,22102,0.6257,,
2518,0.33,1105,0.6246,0.733,19500,24.18074866,52071.16406,41900,49000,55100,10.916905,23437,0.5131,,
2519,0.7419,1090,0.4885,0.7505,20379.5,25.6474932,45988.0857,37300,42800,46300,10.74289724,22474,0.4567,,
2520,0.1555,1474,0.6523,0.9642,19500,20.93913956,121745.5992,62200,72700,82800,11.32418334,62594,0.9404,,
2521,0.5806,1107,1,0.8078,22962,24.69193548,59416.70968,36300,41100,46800,10.75363848,37363,0.5942,,
2523,0.719,1090,0.6724,0.7799,27000,20.51025057,69624.48747,34700,40300,47900,10.77687078,33354,0.6906,,
2524,0.5778,1146,0.5862,0.7607,26000,21.44,75193.815,39200,46900,48500,10.78931908,42688,0.5868,,
2525,0.7514,1047,0.2143,0.7436,21500,23.02752294,65303.32844,31900,35400,38600,10.56100756,33016,0.565,,
2526,0.53,1112,0.604,0.8146,26675,20.30276817,91620.01557,38800,43400,47500,10.76848499,38575,0.6738,,
2531,0.889078498,1115,0.7326,0.6875,17750,25.00655201,47299.28256,45800,49300,50400,10.82774645,16434,0.4931,,
2532,0.8449,1115,0.8485,0.7576,22550,22.16110493,65382.0165,37300,41600,45800,10.73203937,18486,0.4941,,
2533,1,925,0.663,0.5922,16658,24.47058824,42574.28235,36800,36900,40100,10.59913161,17290,0.3656,,
2534,0.6683,1024,0.6339,0.6794,25250,20.94301471,67148.79044,34100,40500,46800,10.75363848,32987,0.4033,,
2536,0.9423,1090,0.6824,0.7344,22500,23.8048447,50275.96425,32700,37000,41000,10.62132735,17440,0.4708,,
2540,0.5701,1070,1,0.7912,25000,24.52905812,61963.72545,37200,41800,41300,10.62861778,36592,0.4194,,
2541,0.7152,1091,0.8625,0.7568,24250,20.75340136,72449.9898,35600,38600,41000,10.62132735,33226,0.6364,,
2542,0.7665,1214,0.6756,0.9088,24495,21.41812298,99937.41748,48400,56000,66600,11.10645986,46248,0.7592,,
2544,0.717321789,1077,0.3395,0.7834,20625,24.42830366,57808.81162,36700,42300,47700,10.77268668,24643,0.3031,,
2547,0.5846,995,0.3676,0.7183,18000,22.49446495,59568.42804,28600,30800,33300,10.41331268,27873,0.5244,,
2548,0.7364,1083,1,0.661,27000,20.00716846,76736.05556,35000,40500,45000,10.71441777,35673,0.5762,,
2551,0.8486,1049,0.7265,0.7551,19557,21.91374446,59014.99194,34000,39300,43400,10.67821472,19212,0.5322,,
2553,0.6832,970,1,0.6171,23750,20.7576087,65702.21739,35700,39200,42900,10.6666271,36214,0.493,,
2554,0.7078,1070,0.4981,0.7476,18787,22.68722787,58709.54844,36800,42100,46600,10.74935582,16860,0.4211,,
2555,0.7689,1109,0.4538,0.7753,27000,23.91801619,71761.03543,39700,44300,51800,10.85514543,36429,0.6849,,
2563,0.5229,1050,0.942,0.6828,25895,21.50626566,65681.86967,36000,41000,46200,10.74073508,30383,0.372,,
2565,0.6404,1147,0.9234,0.8364,21500,20.49859036,79971.44122,37800,44500,49600,10.81174611,21024,0.6678,,
2567,0.489,924,0.7234,0.6429,27000,20.82462687,50973.83209,27000,30600,38300,10.55320518,26127,0.3933,,
2568,0.8396,1081,0.9281,0.7989,16344,22.30142014,59476.21063,41000,46800,53400,10.88556602,21398,0.5139,,
2569,0.8512,1003,1,0.7733,17750,23.08151882,45923.90808,38200,42800,47600,10.77058804,17478,0.4288,,
2573,0.0978,1446,0.8068,0.9726,11957,20.44354839,99145.63307,68200,87700,104000,11.55214618,61398,0.947,,
2575,0.8472,975,0.3214,0.6729,26968,21.99731424,89160.10564,35000,39200,41300,10.62861778,44410,0.4409,,
2580,0.7866,965,1,0.6918,19748,32.00900833,38939.12769,41400,44500,46400,10.74505474,39677,0.542,,
2586,0.8928,932,0.9231,0.7661,26531.5,24.89793439,69490.96112,42500,44400,46400,10.74505474,39525,0.6279,,
2587,0.7365,1145,0.7087,0.8482,27000,19.72234513,118597.7102,46200,53200,60100,11.00376512,48016,0.7447,,
2589,0.777897107,1098,0.44945,0.7654,26925,20.0180937,95140.20549,42200,47900,53300,10.88369161,25513.5,0.60765,,
2590,0.8185,975,0.4861,0.764,26000,20.09691809,89356.20438,33800,38500,44400,10.70099475,24614,0.634,,
2591,0.7748,965,0.4119,0.7164,27000,20.42997199,81396.20542,33200,38700,42200,10.6501755,24828,0.5596,,
2597,0.5464,835,1,0.6347,30625,22.54466403,38104.33202,32300,37900,40200,10.60162227,38858,0.3642,,
2598,0.6408,949,1,0.7301,25000,22.59975217,58355.33333,35300,40900,46800,10.75363848,38223,0.5345,,
2599,0.9094,956,1,0.7091,24000,22.86313194,69863.02589,41500,44100,49600,10.81174611,44586,0.5673,,
2600,0.4836,855,1,0.6781,21039,24.15331808,47473.24943,34300,42400,45500,10.7254676,43899,0.5563,,
2603,0.7743,1109,0.6133,0.7569,27000,19.77564103,86825.10737,35200,47100,55500,10.9241383,56932,0.6881,,
2607,0.751911538,1004,0.2945,0.74435,25000,23.37080336,58899.63309,40300,47100,52900,10.87615862,47193,0.50365,,
2608,0.779,900,0.4667,0.7125,25000,22.41763341,61859.09745,33700,39400,42000,10.6454249,38533,0.5133,,
2609,0.5923,1120,0.3174,0.841,20000,21.63845429,76834.20434,38900,47300,53300,10.88369161,26970,0.6982,,
2610,0.8819,877,0.5749,0.7588,25000,26.63815029,50646.76185,43200,48200,46600,10.74935582,41750,0.4592,,
2613,0.4129,917,0.9798,0.6952,16000,25.03001982,34914.55933,35100,39700,44900,10.71219307,19058,0.3174,,
2616,0.7791,1063,0.4841,0.7952,26026,20.29189944,94301.3217,39700,46600,56500,10.94199592,42307,0.6081,,
2617,0.6532,970,0.3574,0.856,22500,21.57510009,65689.21968,37300,44400,51100,10.84153978,22773,0.6339,,
2621,0.6547,1142,0.6347,0.8603,19500,22.31968504,53605.85236,51100,60800,67200,11.11542853,26700,0.5767,,
2622,0.8037,905,0.2657,0.7364,22993,23.63670285,51503.52646,35900,42300,46400,10.74505474,19462,0.4623,,
2625,0.6811,1010,0.9799,0.748,25000,22.35237345,59582.84676,35100,42000,46500,10.74720759,21990,0.5012,,
2627,0.0741,1495,0.8485,0.9757,8674,19.44732824,71215.31603,73700,88000,113900,11.64307615,55430,0.9694,,
2628,0.7187,1038,0.4894,0.7889,27000,20.89450656,85600.38989,39300,45400,53000,10.87804719,48163,0.6576,,
2629,0.579568062,1178,0.5617,0.8083,21069,21.99786943,66533.67499,46300,54700,66200,11.10043574,24035,0.676766667,,
2632,0.7916,1121,0.9818,0.8309,24000,21.25008696,81823.01878,47500,53900,62700,11.04611673,46869,0.6409,,
2638,0.5408,913,0.4382,0.7436,23000,22.91215227,44319.34187,37100,42000,48400,10.78725509,40921,0.5332,,
2639,0.3816,1305,1,0.9625,27000,19.58691207,103949.7894,63300,75300,89100,11.39751461,59479,0.7861,,
2642,0.4311,1235,0.4357,0.9347,22639,19.84774514,108037.525,45900,54900,62100,11.03650127,28943,0.8443,,
2651,0.6321,932,0.5205,0.5812,13940,24.51801278,33836.29953,27500,31600,33800,10.42821608,15021,0.2875,,
2654,0.4136,1200,0.6158,0.7659,15225,22.11853089,52175.84641,47700,53600,61800,11.03165864,17600,0.4417,,
2657,0.852003728,982,0.9384,0.7399,16811,24.0576179,31120.96518,28900,33900,39400,10.5815211,17290,0.4328,,
2663,0.645766111,1038,0.6987,0.7769,17750,24.4043931,36381.76223,31900,37400,42700,10.6619542,16822,0.4828,,
2666,0.6814,1098,0.3203,0.8112,25000,22.46073951,74821.43041,47100,54600,58400,10.97507117,41559,0.6251,,
2668,0.698,1106,0.8249,0.7463,27000,19.82992565,72429.89777,33900,39700,45700,10.72985358,38830,0.6216,,
2670,0.8576,1016,0.8667,0.7532,15250,24.74878049,45652.33659,26000,29400,33800,10.42821608,28001,0.4969,,
2681,0.7251,1101,0.4733,0.802,23689,19.90014265,76456.66334,36400,42600,49900,10.81777628,42796,0.6749,,
2687,0.3198,1100,0.4509,0.864,9416,23.74488988,26912.65917,34400,42100,47900,10.77687078,13903,0.51,,
2688,0.341,1110,0.4029,0.8747,11500,23.33858706,26752.24625,34900,43100,49800,10.81577026,14041,0.4201,,
2689,0.2972,1160,0.3689,0.8669,9200,23.01101222,30537.28436,37400,43200,48800,10.79548559,14478,0.5038,,
2690,0.3702,1100,0.4045,0.8444,9787,23.46421894,30744.78242,35000,44500,50800,10.83565163,13676,0.5635,,
2693,0.3405,950,0.3844,0.7795,10000,22.47886276,28379.87318,32200,40000,47900,10.77687078,13308,0.335,,
2698,0.9975,1000,0.3447,0.8286,14467,21.32003353,34154.79564,32500,39600,45100,10.71663753,14298,0.2912,,
2699,0.6403,1187,0.8745,0.87,26746.5,19.61240827,89569.55103,53700,63300,70800,11.16761428,54772,0.7287,,
2701,0.2638,1370,1,0.9312,15625,19.34069982,121911.2652,51100,65200,75300,11.22923541,57745,0.9086,,
2703,0.731,919,0.3524,0.6687,27750,20.25395153,59946.70917,43500,50000,56400,10.94022444,37738,0.5152,,
2704,0.5695,986,0.2377,0.6206,19795,32.18562092,27710.58736,33300,34100,38100,10.54796956,43273,0.2634,,
2707,0.0742,1471,0.5324,0.9734,18982.5,23.82170863,63626.87,79000,92300,107600,11.58617593,61540,0.9329,,
2708,0.2053,1340,0.6053,0.9764,17000,19.39168111,100783.6724,49600,55000,66900,11.11095425,59581,0.8966,,
2709,0.6701,912,1,0.6852,25000,24.95481336,49825.38703,38100,45400,48800,10.79548559,36593,0.3937,,
2710,0.0774,1358,0.2629,0.9558,17500,20.19685039,54061.9685,46900,51600,64000,11.06663836,56735,0.8265,,
2711,0.1556,1422,0.9022,0.9677,11750,20.46650831,86578.42565,68400,81700,98400,11.49679608,59572,0.9334,,
2712,0.7908,1047,0.5994,0.7875,25861.5,23.53249098,56784.14621,45900,46700,53700,10.89116828,32741,0.4112,,
2713,0.7189,899,0.3455,0.6689,27000,23.09656652,63411.79614,43000,47600,51500,10.84933709,35825,0.3565,,
2718,0.7978,1060,0.5251,0.736,27000,20.8707483,77051.03265,35700,41300,46000,10.73639668,50608,0.6265,,
2722,0.4713,1258,1,0.9051,24250,20.79929802,116584.6736,48600,55600,64200,11.06975849,56604,0.8051,,
2728,0.2719,1384,0.8972,0.9403,16000,19.32059448,110307.4565,51600,54300,79000,11.27720313,57420,0.9295,,
2729,0.8424,1126,0.9492,0.7175,27000,19.62200436,79725.01089,36800,43600,45100,10.71663753,48699,0.5708,,
2732,0.5871,1165,0.4726,0.7826,22650,20.591287,88322.60193,40900,49500,59200,10.98867682,49626,0.6212,,
2734,0.9108,1113,0.7111,0.8755,23250,21.59259259,63543.92593,31900,37600,44300,10.69873996,38352,0.7386,,
2737,0.9212,1009,0.5068,0.8269,25000,19.57448187,90434.20013,41900,49700,58400,10.97507117,44623,0.6258,,
2748,0.619,1080,0.4602,0.875,25000,20.62896254,77947.80043,38600,46500,52800,10.87426647,42068,0.7383,,
2751,0.837028728,944,0.3562,0.653,24742,23.37208892,48254.9686,41200,50400,54600,10.90778916,43706.5,0.34595,,
2758,0.6617,1090,0.5058,0.8789,25000,20.02509908,90948.29194,51700,58700,66700,11.10796023,44895,0.7373,,
2760,0.7674,1075,0.3385,0.7524,25888,19.78587699,71115.94305,38700,43300,52000,10.858999,49907,0.5832,,
