6-digit OPE ID for institution,Admission rate for all campuses rolled up to the 6-digit OPE ID,Average SAT equivalent score of students admitted for all campuses rolled up to the 6-digit OPE ID,Proportion of faculty that is full-time,"First-time, full-time student retention rate at four-year institutions",The median debt for students who have completed,Average age of entry,Average family income in real 2015 dollars,Mean earnings of students working and not enrolled 6 years after entry,Mean earnings of students working and not enrolled 8 years after entry,Mean earnings of students working and not enrolled 10 years after entry,Nat Log Mean earnings of students working and not enrolled 10 years after entry,Average cost of attendance (academic year institutions),"Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion)",,
3324,0.9229,964,0.6389,0.7193,27000,21.19677996,59189.48658,31800,36600,40000,10.59663473,21432,0.4962,,
3325,0.7186,1014,0.6477,0.8112,24350.5,21.69076409,67786.56959,33500,39800,44800,10.70996342,21756,0.6078,,
3326,0.8341,980,0.7343,0.7135,25240.5,20.48909039,75048.54435,34600,40700,47200,10.76214917,20840,0.5483,,
3327,0.6698,1002,0.8684,0.8236,25000,20.95203415,73099.23079,34400,38700,42000,10.6454249,21303,0.6262,,
3328,0.5156,1105,0.7345,0.8736,22500,21.23528496,85384.24463,37900,42900,49000,10.79957558,24997,0.6864,,
3329,0.648759036,1087,0.571805882,0.723929412,26750,21.6815655,78099.19633,41900,48500,55300,10.92052819,23374.88235,0.53156875,,
3350,0.7539,1010,1,0.8162,27000,20.18604651,82956.8351,25700,32100,34500,10.4487146,52401,0.6378,,
3351,0.5131,1008,0.5351,0.7482,25750,22.29594272,67629.2315,31200,34100,37000,10.51867319,32509,0.6988,,
3353,0.5635,1165,0.648,0.8799,27000,19.70379437,81555.21297,73400,86200,91100,11.41971308,49327,0.7181,,
3354,0.6408,1062,1,0.7458,27000,22.95393859,74713.58678,42100,47300,51400,10.84739345,46451,0.5827,,
3357,0.7393,997,0.2354,0.7558,27000,23.68613139,59464.2195,31700,36600,40800,10.61643736,36726,0.4978,,
3359,0.8051,1041,1,0.8054,26875,22.71360485,70568.83579,39100,46100,48900,10.79753268,38274,0.5587,,
3360,0.5838,927,0.2331,0.7067,27000,23.4020979,51329.09441,35300,43000,47600,10.77058804,45067,0.4559,,
3362,0.652,1032,0.9815,0.7834,27000,21.6670282,67863.39371,34800,38300,41000,10.62132735,40497,0.6113,,
3366,0.7606,1026,1,0.8225,27000,20.92666667,77318.88667,45700,51200,54000,10.89673933,42492,0.7146,,
3367,0.7873,1110,1,0.8902,23500,21.63726462,125185.2701,48500,54800,64000,11.06663836,52779,0.7851,,
3368,0.6875,1035,0.9643,0.8525,27000,19.86909871,91713.96996,37300,43900,49600,10.81174611,41591,0.6998,,
3369,0.7233,1129,0.6595,0.8384,25343,19.52122409,98672.13623,38000,49200,57000,10.95080655,49025,0.747,,
3370,0.1432,1442,0.8828,0.955,19000,19.38080495,97806.3065,39900,50100,65800,11.09437512,58481,0.9342,,
3371,0.6387,1121,0.5007,0.8883,25000,21.81778382,73776.9683,40900,48900,56300,10.93844981,27247,0.6632,,
3376,0.655,967,0.5413,0.6544,28000,19.86541471,60121.40689,30000,37400,39800,10.59162219,39573,0.3444,,
3378,0.1224,1442,0.7278,0.9778,14935,22.67005859,71329.65865,89000,107300,123600,11.72480582,59600,0.9569,,
3379,0.60879061,1187,0.8093,0.796175,26000,20.5738642,88370.87967,42000,49700,58000,10.96819829,25298.5,0.601575,,
3384,0.7503,1121,0.7286,0.9032,27000,19.88014528,115683.5442,45000,51400,62100,11.03650127,51962,0.8176,,
3385,0.6633,1182,0.7101,0.8925,27000,19.39465875,111161.0282,38000,50100,58000,10.96819829,57163,0.7906,,
3388,0.489,1316,0.6358,0.9402,26680,20.68841285,123205.7989,61800,72300,85100,11.35158231,56265,0.9008,,
3391,0.7523,1015,0.2877,0.8148,26783.5,22.24767802,73019.44892,41400,46500,48900,10.79753268,28822,0.5398,,
3392,0.7336,1040,1,0.8639,27000,19.6439523,77053.64225,35500,41700,45700,10.72985358,42474,0.7653,,
3394,0.7598,1060,0.4494,0.7844,26000,20.80541331,72198.1902,45000,52300,58200,10.97164063,42612,0.579,,
3396,0.5267,993,0.9773,0.5333,27000,24.68581081,52476.45608,26400,30900,34700,10.45449497,39818,0.5732,,
3399,0.7351,1045,0.3833,0.7489,26250,20.59651361,85103.63988,38900,45300,50700,10.83368119,27266,0.5777,,
3401,0.0918,1425,0.8849,0.9714,17000,19.44049347,97339.23004,61400,72000,87600,11.38053628,58140,0.9452,,
3402,0.7655,1137,0.6122,0.9026,27000,19.76411446,112917.2274,54800,63300,73500,11.20504069,50858,0.8198,,
3406,0.5979,1158,0.6226,0.9078,27000,20.23513329,124491.1299,48000,59200,68000,11.12726298,56184,0.8504,,
3407,0.6915,930,1,0.7746,20318.5,22.80668818,51579.72514,33700,38700,42000,10.6454249,14858,0.4292,,
3409,0.2731,1239,0.2747,0.9263,26000,20.4679089,93830.98344,39800,45900,51100,10.84153978,59597,0.8732,,
3411,0.6706,1109,1,0.7904,27000,19.72004242,103903.1644,45100,48500,54300,10.90227951,48219,0.6403,,
3414,0.7871,1076,0.5907,0.8128,22500,20.33870164,89054.11323,41600,49100,56200,10.93667204,26262,0.6344,,
3418,0.6502,1079,0.4195,0.734,26972,23.32237872,67217.56338,29600,33300,37500,10.53209621,35340,0.4138,,
3419,0.6887,973,0.5867,0.647,27000,23.0044955,52672.0979,31000,35400,39800,10.59162219,33245,0.3615,,
3422,0.937,916,1,0.6561,27000,29.24797219,48655.58169,37400,43300,44800,10.70996342,31054,0.4426,,
3423,0.8041,1080,0.7082,0.8459,23500,21.37033898,89363.93559,42500,49900,58200,10.97164063,24827,0.6885,,
3424,0.526,873,0.7048,0.7023,29500,22.39134126,32637.67318,25100,26900,30700,10.33201793,29849,0.437,,
3425,0.5787,1259,0.8703,0.9194,21500,20.1733951,94687.69408,45100,50300,57100,10.9525594,27944,0.8253,,
3427,0.5326,956,1,0.5936,31585.5,25.01719577,44579.78175,27700,32300,35600,10.48010092,32029,0.4322,,
3428,0.7031,1165,0.6435,0.8262,21500,21.24536913,80656.63517,35800,40400,46200,10.74073508,25086,0.6448,,
3429,0.6258,1055,0.9,0.8515,18750,22.50561798,54080.86142,25800,29100,33400,10.41631118,28141,0.6522,,
3430,0.6499,1027,0.5891,0.6417,27500,27.18010753,46712.97312,27400,30000,34700,10.45449497,37599,0.4244,,
3431,0.5201,1072,0.9186,0.7348,25000,21.32613391,56954.28942,26200,28100,33000,10.40426284,39748,0.6194,,
3432,0.6973,1010,0.9512,0.8321,27000,19.728125,67580.68125,29900,34000,40300,10.60410675,45198,0.5644,,
3434,0.6397,1237,0.7515,0.8746,24674,20.37216339,110226.5583,38500,51700,54300,10.90227951,55434,0.8426,,
3435,0.4216,945,0.5958,0.6138,26000,20.36875395,50656.62619,30700,32700,37000,10.51867319,21628,0.515,,
3436,0.5322,1010,0.5047,0.5827,27750,28.83599419,39792.49831,33500,35600,40500,10.60905725,34658,0.3644,,
3440,0.5908,938,1,0.6864,27000,21.50572831,59662.67103,31400,32600,34700,10.45449497,37837,0.4458,,
3441,0.5791,1137,1,0.7332,19500,20.63916591,57375.29556,26700,31100,33500,10.41930072,28373,0.5464,,
3445,0.66,1121,1,0.8014,25000,19.70207852,81433.69053,34000,42100,47700,10.77268668,45130,0.6759,,
3446,0.5079,851,0.7518,0.6027,34750,20.98270126,31314.21424,24400,27300,31000,10.34174248,25265,0.3568,,
3448,0.6132,1178,0.7128,0.8738,21500,20.68692409,86768.74989,41400,46500,51700,10.85321306,23685,0.7268,,
3449,0.5122,973,0.6145,0.6578,25000,22.29640719,52294.73952,31400,35900,39600,10.5865844,18466,0.4212,,
3450,0.7304,932,0.5726,0.5578,23615,22.37703436,54159.33092,30700,34800,36700,10.51053203,19354,0.2689,,
3451,0.7404,993,1,0.6264,24342,20.99162635,69972.68757,31700,38500,42200,10.6501755,21601,0.4584,,
3456,0.7225,1030,0.5952,0.7178,27000,20.83445014,56918.04494,29300,34300,39500,10.58405595,24595,0.5587,,
3457,0.688,1186,0.8038,0.895,23250,19.46247465,93927.88235,43200,53100,58100,10.96992094,47856,0.8156,,
3458,0.6809,1105,0.6726,0.7995,27000,20.26040062,94170.29738,36800,42100,46800,10.75363848,36828,0.6643,,
3459,0.8924,993,0.8645,0.5934,25000,23.00708447,55530.46703,31000,35600,38800,10.56617553,15906,0.3347,,
3461,0.7023,1058,0.4286,0.7677,26000,21.78873239,69451.65594,34400,36000,38200,10.55059079,31596,0.4221,,
3463,0.8297,1010,0.7244,0.6926,22534,23.85867769,56607.46198,34200,37400,42200,10.6501755,17201,0.4733,,
3465,0.7239,1050,0.4065,0.6696,27400,22.82386364,59209.55398,34800,36000,38900,10.56874953,33103,0.5185,,
3466,0.9334,1030,0.9153,0.7108,24225.5,22.04170616,61005.87867,33300,33900,37400,10.52942598,17334,0.4853,,
3467,0.6608,934,0.6479,0.5773,25000,24.95627803,54847.96413,35400,37200,36400,10.50232405,26676,0.3415,,
3469,0.969,1064,1,0.6579,22750,22.67402597,72265.21688,35000,39300,43400,10.67821472,33909,0.4747,,
3470,0.8608,1183,0.907,0.7886,27000,21.05055612,73394.47523,54000,56700,60000,11.00209984,20234,0.4566,,
3471,0.919,1050,0.8158,0.7589,24750,21.35456639,71727.78607,39800,44300,47700,10.77268668,18547,0.5566,,
3474,0.8788,1090,0.7684,0.7649,22218,22.46568899,65195.77809,37900,41500,48200,10.7831143,18843,0.5515,,
3478,0.8595,1009,1,0.6618,22627,24.15098509,39427.60744,30200,34200,37400,10.52942598,18852,0.3603,,
3479,0.7987,1193,0.478,0.8333,23000,21.09961686,98160.43391,36900,42400,49100,10.80161431,41450,0.6796,,
3480,0.5103,930,1,0.5556,23457,30.89389222,33157.60743,36800,37900,42700,10.6619542,26864,0.302,,
3481,0.6657,1064,0.5947,0.6865,24648,20.63846154,60600.14135,32600,34800,41700,10.63825641,32446,0.4954,,
3482,0.4745,1105,0.9907,0.7778,26000,23.49568221,54558.91537,34700,40600,50600,10.83170686,34413,0.5668,,
3484,0.9606,1173,0.9875,0.847,21500,19.862,83025.648,34400,39200,45600,10.727663,38510,0.5808,,
3485,0.473,986,0.4067,0.6368,21875,25.70308789,58636.4038,34900,39200,39900,10.5941316,33402,0.3714,,
3486,0.527,1149,0.9802,0.7672,20500,22.93010753,70928.14651,36000,41600,46900,10.75577295,37181,0.64,,
3487,0.8649,1026,0.6949,0.6619,18737,23.30520034,43688.61824,31500,34700,40000,10.59663473,22485,0.4129,,
3490,0.9075,854,0.8,0.7014,27425,19.93229167,43286.08073,28700,29900,35900,10.48849257,38893,0.5217,,
3492,0.9203,1098,0.9612,0.7757,25902,20.32448378,69110.17109,30500,35600,40700,10.61398337,32814,0.5325,,
3495,0.5464,1022,1,0.8045,21215,22.72773537,50744.36641,25800,28200,31100,10.3449631,19898,0.5723,,
3496,0.6377,1039,1,0.6869,19000,30.27703349,47450.89378,42300,43000,48500,10.78931908,36533,0.5165,,
3499,0.4916,716,0.9222,0.4862,30810,20.92742696,21259.40999,20000,23600,25000,10.1266311,17406,0.3082,,
3500,0.9165,1094,1,0.7719,27000,24.04804948,56789.30923,28400,32600,37100,10.52137225,23554,0.5313,,
3502,0.6995,1054,0.7077,0.7436,17300,25.51230629,43153.74294,32900,37200,38900,10.56874953,31241,0.5304,,
3505,0.7259,1068,1,0.722,27000,20.55886525,55693.14468,29700,36900,39500,10.58405595,41481,0.5584,,
3507,0.3978,1030,0.4423,0.6912,30750,21.44933921,52381.69604,21900,23900,29900,10.30561376,37855,0.4722,,
3509,0.6841,1031,0.6415,0.7583,24280,23.43694333,44340.01213,32900,37800,42200,10.6501755,20899,0.432,,
3510,0.6996,1011,0.7393,0.6838,20400,22.63006063,47721.41874,32200,37200,42300,10.65254237,17501,0.4565,,
3511,0.683,1096,0.9767,0.8678,23128,22.5125,61669.15833,35000,38700,42300,10.65254237,36252,0.5206,,
3518,0.3826,1050,0.9944,0.7696,24069,21.53161398,64444.9975,35200,38100,44600,10.70548914,29085,0.5969,,
3519,0.5764,1288,0.8157,0.9259,26000,19.42280702,116044.393,39700,51900,59400,10.99204951,50659,0.7832,,
3523,0.9316,1071,1,0.7458,14500,21.55727897,52401.74141,34300,39800,43400,10.67821472,19900,0.5064,,
3524,0.7843,878,1,0.6667,21666,28.42313788,25203.67195,27000,28300,36600,10.50780352,23217,0.1897,,
3525,0.713,1006,0.8472,0.6055,20000,24.56557377,51806.96858,33400,36700,42700,10.6619542,28119,0.4444,,
3526,0.772,1049,1,0.7479,19500,26.39397321,57860.94085,38700,44600,45000,10.71441777,30820,0.4664,,
3527,0.7225,961,1,0.5,26416,25.51730104,40989.62803,32900,37700,41900,10.64304111,32783,0.3391,,
3528,0.7412,1174,0.5788,0.9382,22425,27.08527697,55877.87901,38200,42200,48200,10.7831143,40415,0.6364,,
3529,0.7757,1069,0.6318,0.6912,19500,21.58144088,60037.19264,32300,37100,40600,10.61152335,19192,0.3714,,
3530,0.7249,1199,0.832,0.8563,18750,21.40321627,67686.55374,40800,47900,56300,10.93844981,24746,0.6754,,
3531,0.7668,1050,0.7554,0.6994,22532,22.25415032,44723.63447,29600,34500,39100,10.57387775,16227,0.4645,,
3534,0.6027,1248,0.9363,0.9073,19000,19.48187633,99368.59702,36600,43600,49800,10.81577026,46530,0.7805,,
3535,0.1274,1475,0.8362,0.9732,12500,19.72800646,92289.34786,61500,69800,83100,11.32779998,59890,0.9252,,
3536,0.3762,1053,0.4621,0.7077,18750,27.27641278,52326.93858,36900,39900,40700,10.61398337,29489,0.6154,,
3537,0.4894,1087,0.9204,0.7941,25040,20.0050665,81007.77961,36500,40600,46000,10.73639668,39811,0.5637,,
3541,0.8049,965,0.7851,0.5457,20379.5,21.52706454,52117.30604,34600,40900,43600,10.68281243,19511,0.2975,,
3543,0.5861,1181,0.8741,0.8279,26000,19.82617587,81824.68507,37400,43000,54600,10.90778916,45800,0.7177,,
3545,0.5747,1215,0.8148,0.8825,25000,20.01033319,91007.99157,42900,48700,56200,10.93667204,51086,0.7472,,
3557,0.4685,1035,1,0.4836,24573.5,26.97460019,53814.35842,39600,46700,46100,10.73856823,37394,0.3438,,
3560,0.423,1078,1,0.6973,22026.5,25.54321694,64778.95821,41700,41900,47700,10.77268668,32489,0.5518,,
3564,0.7362,957,0.7653,0.5714,23062.5,20.53287197,53863.13149,34600,39000,42100,10.64780302,30172,0.3333,,
3565,0.6818,987,0.5806,0.6687,19000,25.91898914,42554.22792,33600,36300,41200,10.62619354,18487,0.4518,,
3571,0.3759,1035,0.7157,0.6285,26737,21.75053996,64383.63067,39100,41800,46600,10.74935582,32001,0.514,,
3575,0.5382,953,1,0.6094,22100,20.87042254,58486.68028,32200,35700,40300,10.60410675,32861,0.4196,,
3576,0.7318,1075,0.584,0.6284,25000,22.34977909,48479.0972,40000,45000,51600,10.85127695,36095,0.4388,,
3578,0.9307,967,0.4557,0.6909,26211.5,25.77256516,51588.56022,40800,47200,49600,10.81174611,34487,0.4,,
3581,0.7682,974,0.7955,0.5346,20750,25.28892302,44674.33173,36000,40500,45500,10.7254676,21142,0.346,,
3584,0.4066,1175,0.4815,0.7673,27084,28.39820115,54591.67948,46100,48600,56100,10.93489109,37031,0.528,,
3586,0.9489,1010,0.5526,0.6975,23000,24.62899787,62309.31983,36000,43900,49700,10.81376021,28493,0.4125,,
3588,0.8468,1069,1,0.6597,25750,22.70129171,59382.95856,37000,41600,45200,10.71885237,35000,0.4719,,
3591,0.5924,982,0.9765,0.5908,27000,22.26104418,52341.58233,34900,40400,43700,10.68510338,34650,0.3794,,
3592,0.7178,993,0.7671,0.6726,22233,23.8442623,52068.33216,39500,43500,44300,10.69873996,15704,0.4422,,
3594,0.5969,1100,1,0.7503,19916,22.90650062,54683.83843,36900,42800,47000,10.75790288,18593,0.4993,,
3598,0.6561,882,0.3529,0.557,25000,24.03893805,41477.03717,35200,38600,41000,10.62132735,33106,0.318,,
3599,0.6217,937,0.8549,0.7627,10949,21.70117621,29556.92399,33800,39000,41900,10.64304111,11601,0.393,,
3602,0.9858,775,0.2903,0.5714,39219,21.93359375,20270.58594,26500,25500,29300,10.2853428,21418,0.049,,
3604,0.1674,1454,0.7813,0.9817,8914,20.44596132,70274.4653,64400,75700,86400,11.36674295,52242,0.9111,,
3606,0.6499,999,0.7269,0.7752,21250,22.32548529,52866.06875,38200,43400,47800,10.77478092,19173,0.5061,,
3610,0.9262,995,0.595,0.6654,24875,21.99729364,64492.89445,33000,38200,42800,10.66429338,33631,0.4084,,
3612,0.9509,894,0.5322,0.6309,18750,26.27924173,29927.64695,40600,43100,47400,10.76637751,18879,0.1408,,
3613,0.507,1302,0.6428,0.8891,21500,20.59920897,100484.2419,58100,63700,73000,11.19821472,57947,0.7902,,
3615,0.7508,1045,0.7345,0.7709,21000,21.82032655,59324.95053,38300,44100,49200,10.8036489,19721,0.5737,,
3619,0.5392,949,0.5341,0.7155,25485.5,24.26694915,44009.6928,38300,40300,42600,10.65960953,27907,0.3824,,
3620,0.5217,1168,0.663,0.8736,27000,20.35736196,83060.56442,37100,50000,57400,10.95779958,46789,0.7008,,
3621,0.7853,1117,0.4497,0.8263,25000,22.03321678,64663.77622,39600,46500,55100,10.916905,43046,0.6952,,
3623,0.5823,1050,0.6287,0.7277,26046,20.58257261,51553.23154,37600,43200,50000,10.81977828,35160,0.5504,,
3624,0.5687,998,0.7964,0.6729,24000,21.71277533,55780.52282,35400,39800,44600,10.70548914,21909,0.4317,,
3625,0.522,865,0.6818,0.4784,15250,24.42935207,35064.76191,34000,36600,40600,10.61152335,17254,0.2851,,
3630,0.4232,845,0.8333,0.6788,26888,21.14778566,38285.6895,32700,36700,39000,10.57131693,16782,0.3652,,
3631,0.5682,984,0.5227,0.6835,20000,25.36921021,48951.25906,36900,42100,45500,10.7254676,17709,0.4336,,
3632,0.694675326,1182,0.7635,0.9143,18675,20.3668454,76008.11938,51300,57900,65600,11.09133097,20819,0.7908,,
3636,0.4739,1206,0.9804,0.9021,21580.5,21.05770126,119495.8883,48600,52700,57600,10.96127785,48189,0.76,,
3639,0.881,895,0.6426,0.6374,18750,24.9485394,37066.44022,38600,44500,46300,10.74289724,19721,0.341,,
3641,0.5087,1041,0.6119,0.7014,27000,20.48448043,63237.18219,37800,42900,49600,10.81174611,35480,0.5151,,
3642,0.4503,832,0.757,0.5517,31500,23.14574807,28282.53433,28600,33100,36200,10.4968144,22311,0.1633,,
3644,0.663,1116,0.8605,0.8233,22250,21.36614657,70845.88511,45500,52000,58500,10.97678203,20900,0.5904,,
3645,0.2992,997,0.586,0.705,25000,24.98764045,43879.83146,35700,40300,44200,10.69648007,30737,0.4123,,
3646,0.8603,953,0.9718,0.7281,19500,25.24029083,43369.78383,40900,44300,48600,10.79137881,16345,0.4146,,
3647,0.6393,1270,0.7911,0.8807,23000,19.60815603,92569.90603,46700,56500,62800,11.04771035,46274,0.8162,,
3651,0.9011,1216,0.5202,0.7705,25774.5,19.83539823,101335.9558,35200,48200,48000,10.77895629,47437,0.6602,,
3652,0.5841,1136,0.8759,0.8463,19368,22.65286748,47269.53109,45500,52900,59000,10.98529272,22215,0.4754,,
3654,0.7724,1121,0.9949,0.766,23500,23.0528,56507.5888,42000,47700,57200,10.95430918,37271,0.5104,,
3656,0.5998,1077,0.6343,0.7083,18250,27.2017148,48560.81485,41200,46000,51700,10.85321306,21420,0.4041,,
3658,0.4019,1262,0.9068,0.9363,21500,20.4133474,70498.36912,49200,59300,68600,11.13604781,25176,0.7944,,
3661,0.9981,923,0.7051,0.6989,16259,22.92099813,30393.46869,33400,37700,42200,10.6501755,15272,0.3946,,
3663,0.9862,940,1,0.4704,16500,29.44234553,42456.69067,38600,42800,44800,10.70996342,21543,0.332,,
3665,0.7403,994,0.7562,0.6555,20000,23.28808208,52485.09445,37900,41300,44100,10.69421506,17553,0.403,,
3670,0.4942,1277,0.7409,0.8461,10500,21.76616475,40831.96802,44500,55000,69100,11.14331001,17174,0.7797,,
3675,0.8174,1109,0.9448,0.8791,13140.5,24.1290905,47474.00824,45000,53000,61300,11.02353512,19048,0.6037,,
3677,0.9674,1087,0.9627,0.6577,12000,23.87147088,46754.96772,36100,42100,48600,10.79137881,16020,0.5109,,
3678,0.5709,1066,0.7485,0.6473,11500,22.39506173,45297.91291,32100,38100,43300,10.67590791,18042,0.526,,
3681,0.7517,1134,1,0.75,23500,22.27467811,73884.50858,40400,50700,53900,10.89488576,37990,0.5714,,
3683,0.9205,954,1,0.7447,25000,21.11900826,70306.28017,32100,36400,37600,10.53475933,20799,0.5149,,
3684,0.7079,1122,0.9915,0.7887,27000,23.23897582,85474.66999,39800,46200,47200,10.76214917,44636,0.5763,,
3685,0.6831,842,1,0.7273,20249,23.4375,38084.00781,29800,32200,37600,10.53475933,33200,0.2059,,
3688,0.9688,948,1,0.6186,26000,25.24888889,52051.34,26800,29600,33900,10.43117029,20404,0.3659,,
3689,0.9934,930,1,0.6437,26862.5,20.49943757,63825.18673,27800,31400,35700,10.48290597,19178,0.3506,,
3691,0.171591794,1391,0.9268,0.9515,18000,20.41367521,96337.09231,48400,59800,72400,11.18996158,59200,0.936,,
3692,0.6349,1065,0.5088,0.7496,27000,21.57110439,80638.93949,39000,48500,52900,10.87615862,47341,0.5672,,
3693,0.994,883,0.5,0.6637,24750,21.51651652,58622.44745,33000,36400,38600,10.56100756,33229,0.3478,,
3694,0.7511,1173,1,0.8787,27000,19.46929316,116511.7764,38600,48400,52600,10.8704714,48894,0.7481,,
3696,0.7755,1190,0.8133,0.8577,21500,20.24739312,99390.59359,39200,45700,53500,10.88743693,27788,0.7582,,
3702,0.632876146,941,1,0.6693,25000,27.28557505,51386.21735,39200,42700,48400,10.78725509,36240,0.3277,,
3703,0.9087,900,0.5128,0.4853,18750,27.30680174,49682.66426,38800,44300,45700,10.72985358,33668,0.4494,,
3704,0.5493,1033,0.7622,0.7627,27000,19.51434224,83400.16123,33600,40300,43100,10.67127828,41180,0.5991,,
3705,0.3321,1358,0.8087,0.9562,20500,20.25677507,103549.9607,45600,59800,68700,11.13750448,25938,0.8993,,
3706,0.5902,1161,0.6493,0.8394,25000,19.80118855,96401.27067,37200,43600,47100,10.76002828,24696,0.6551,,
3708,0.6505,999,1,0.7742,19450,24.3155416,69225.6044,36700,40000,43900,10.6896696,38009,0.6355,,
3709,0.6572,1004,1,0.7254,27000,19.87010309,66173.50722,29100,37200,43700,10.68510338,40866,0.4792,,
3711,0.7411,868,1,0.4927,27325,19.68491997,51731.80708,27600,33900,39000,10.57131693,38620,0.3181,,
3713,0.5486,1113,0.9304,0.7836,26976,19.55626327,107435.9342,40200,46300,54000,10.89673933,49139,0.6216,,
3714,0.3605,990,0.9859,0.7554,27000,20.75213675,68217.09455,37100,44300,46900,10.75577295,32358,0.6751,,
3715,0.693,1099,0.6508,0.6719,27000,21.77935943,60127.07473,26600,31900,35600,10.48010092,46049,0.5971,,
3719,0.8136,1002,1,0.8155,24500,20.14074074,81616.95979,34100,38100,43200,10.67359577,23707,0.6341,,
3720,0.6369,1002,1,0.7825,27000,20.94545455,71733.40546,33700,39800,46400,10.74505474,41818,0.5619,,
3721,0.6356,1149,0.7926,0.9237,20500,20.03609531,105351.6558,43500,52200,60300,11.00708738,21980,0.815,,
3723,0.8835,959,0.2721,0.686,27000,25.0864486,45733.94743,29700,33900,38400,10.55581274,39432,0.3908,,
3724,0.8252,1030,0.4316,0.7212,25000,23.0057947,69402.74834,43900,46700,55400,10.92233487,36832,0.5758,,
3728,0.7679,1016,0.9663,0.7956,22500,23.76313612,58082.74369,36600,42200,47600,10.77058804,20531,0.5117,,
3732,0.7831,980,0.6762,0.7807,20720,20.77868481,74324.13628,37100,41100,47400,10.76637751,19987,0.5853,,
3733,0.637,1082,0.646,0.7737,27000,19.5710015,98052.32138,35000,45900,50600,10.83170686,45842,0.6224,,
3734,0.8343,1094,0.9863,0.75,27000,19.80601093,83744.11475,29900,33500,43200,10.67359577,44330,0.5225,,
3735,0.6913,1102,0.6627,0.8659,23250,21.85666049,68786.61148,36100,42700,47500,10.76848499,25291,0.5681,,
3736,0.7281,1086,0.7934,0.8048,27000,19.94719472,100377.3531,36000,43500,51200,10.84349481,48559,0.6425,,
3737,0.8456,1016,0.5901,0.7571,25000,21.99821747,83214.77005,39900,45400,48300,10.78518684,41369,0.4559,,
3738,0.9987,1015,1,0.7054,19677,20.88431373,64915.73137,27300,35900,40600,10.61152335,30068,0.3254,,
3742,0.8431,1084,0.8065,0.6875,26000,19.63461539,68296.55769,33400,38500,41700,10.63825641,46966,0.5693,,
3744,0.3116,1313,0.6464,0.9373,19500,21.58230683,94883.6383,48400,61000,73900,11.21046811,55980,0.8502,,
3745,0.2999,1362,0.9466,0.97,18345,20.63040901,96484.07499,52800,63800,77200,11.25415474,25255,0.9307,,
3746,0.8096,1110,0.6347,0.8004,21500,21.53071972,92146.512,37500,48600,55500,10.9241383,21862,0.7371,,
3747,0.7449,949,0.5679,0.7108,20482,21.12677596,48328.46667,30600,34600,42100,10.64780302,18365,0.4314,,
3749,0.6203,1155,0.5587,0.8728,19250,22.83283936,67585.18969,45200,55400,61900,11.03327546,22332,0.667,,
3752,0.9646,928,0.4211,0.5256,26000,22.97959184,48989.70918,26900,32300,33900,10.43117029,39429,0.4588,,
3753,0.4732,1141,1,0.8411,23500,19.5706619,110534.4866,45900,52800,62100,11.03650127,24643,0.7585,,
3754,0.7028,1220,0.9812,0.9119,23500,19.96126505,99047.96881,49200,56700,65000,11.08214255,25513,0.8243,,
3764,0.9459,811,0.7374,0.6495,27500,20.90432541,42174.29018,28000,32100,36700,10.51053203,20075,0.4034,,
3765,0.6499,879,1,0.7203,29000,23.26656627,37566.40361,28400,33400,36700,10.51053203,18837,0.3443,,
3766,0.5848,750,0.6525,0.5421,30860,20.59920635,35738.49107,23600,28800,33300,10.41331268,26885,0.3547,,
3767,0.9311,1021,0.7068,0.6736,27000,21.1261731,66412.39208,30300,37900,41700,10.63825641,41010,0.4404,,
3768,0.1843,1392,0.7751,0.9666,19500,19.48328268,142405.2188,56300,77700,89000,11.39639165,56616,0.9024,,
3771,0.8216,986,0.6774,0.7387,20600,23.94743385,55479.66418,37100,42400,47800,10.77478092,21401,0.5132,,
3775,0.7967,970,0.6404,0.7479,19364.5,23.2985782,50300.83048,36000,41100,45300,10.72106231,19831,0.4524,,
3778,0.6651,1204,0.5886,0.9425,26497.5,20.38274464,109254.1789,44200,51600,61600,11.02841715,46475,0.8228,,
3783,0.972,1079,0.2521,0.7773,22625,24.80858086,60105.40044,36700,41700,41400,10.63103616,34608,0.4294,,
3785,0.7676,1112,0.8526,0.8183,27000,21.41302792,70422.03436,37200,44500,52300,10.86475165,45299,0.7045,,
3788,0.7214,1145,0.5627,0.8546,24666,20.72112508,77636.15081,38500,45000,50400,10.82774645,45125,0.6899,,
3790,0.7323,1175,0.7077,0.8602,25000,21.47194014,81333.68573,46900,54100,60400,11.00874438,50610,0.7663,,
3794,0.876,1057,0.4074,0.8289,23738,24.47270115,59721.89224,39700,43500,48500,10.78931908,40458,0.4774,,
3797,0.8522,1233,0.8448,0.8669,25000,20.85254989,100221.6452,37700,48500,57600,10.96127785,53785,0.7816,,
3798,0.577780372,1203,0.6826,0.831166667,14768,23.05081578,55234.57644,48700,58200,65800,11.09437512,23197,0.662766667,,
3799,0.9286,1072,0.9496,0.7741,27000,21.09150327,77986.8366,38300,44200,48500,10.78931908,34747,0.4593,,
3800,0.8208,1030,0.7903,0.7977,20057,22.7423589,61274.73664,42400,49000,54400,10.90411943,26292,0.6548,,
3802,0.8371,1114,0.6493,0.8282,19000,21.5488695,70426.31351,34700,42400,48000,10.77895629,22009,0.6932,,
